step,alpha,constraint_C
226500,1.0496,0.0280
227000,1.0446,0.0000
227500,1.0428,0.0320
228000,1.0378,0.0000
228500,1.0362,0.0340
229000,1.0312,0.0000
229500,1.0328,0.0660
230000,1.0310,0.0320
230500,1.0324,0.0640
231000,1.0306,0.0320
231500,1.0256,0.0000
232000,1.0240,0.0340
232500,1.0248,0.0580
233000,1.0232,0.0340
233500,1.0182,0.0000
234000,1.0202,0.0700
234500,1.0182,0.0300
235000,1.0202,0.0700
235500,1.0204,0.0520
236000,1.0208,0.0540
236500,1.0190,0.0320
237000,1.0174,0.0340
237500,1.0124,0.0000
238000,1.0146,0.0720
238500,1.0134,0.0380
239000,1.0120,0.0360
239500,1.0138,0.0680
240000,1.0088,0.0000
240500,1.0074,0.0360
241000,1.0086,0.0620
241500,1.0036,0.0000
242000,1.0018,0.0320
242500,1.0004,0.0360
243000,0.9996,0.0420
243500,0.9946,0.0000
244000,0.9924,0.0280
244500,0.9908,0.0340
245000,0.9858,0.0000
245500,0.9876,0.0680
246000,0.9940,0.1140
246500,0.9916,0.0260
247000,0.9866,0.0000
247500,0.9882,0.0660
248000,0.9832,0.0000
248500,0.9816,0.0340
249000,0.9766,0.0000
249500,0.9750,0.0340
250000,0.9778,0.0780
250500,0.9758,0.0300
251000,0.9758,0.0500
251500,0.9730,0.0220
252000,0.9808,0.1280
252500,0.9840,0.0820
253000,0.9790,0.0000
253500,0.9806,0.0660
254000,0.9756,0.0000
254500,0.9756,0.0500
255000,0.9744,0.0380
255500,0.9740,0.0460
256000,0.9724,0.0340
256500,0.9674,0.0000
257000,0.9654,0.0300
257500,0.9604,0.0000
258000,0.9770,0.2160
258500,0.9780,0.0600
259000,0.9852,0.1220
259500,0.9850,0.0480
260000,0.9866,0.0660
260500,0.9900,0.0840
261000,0.9904,0.0540
261500,0.9908,0.0540
262000,0.9910,0.0520
262500,0.9910,0.0500
263000,0.9890,0.0300
263500,0.9840,0.0000
264000,0.9846,0.0560
264500,0.9862,0.0660
265000,0.9884,0.0720
265500,0.9872,0.0380
266000,0.9902,0.0800
266500,0.9906,0.0540
267000,0.9896,0.0400
267500,0.9920,0.0740
268000,0.9930,0.0600
268500,0.9916,0.0360
269000,0.9928,0.0620
269500,0.9934,0.0560
270000,0.9950,0.0660
270500,0.9962,0.0620
271000,0.9956,0.0440
271500,0.9922,0.0160
272000,0.9928,0.0560
272500,0.9930,0.0520
273000,0.9978,0.0980
273500,1.0010,0.0820
274000,1.0024,0.0640
274500,1.0012,0.0380
275000,1.0004,0.0420
275500,1.0010,0.0560
276000,0.9960,0.0000
276500,0.9934,0.0240
277000,0.9940,0.0560
277500,0.9952,0.0620
278000,0.9962,0.0600
278500,0.9970,0.0580
279000,0.9986,0.0660
279500,1.0006,0.0700
280000,0.9982,0.0260
280500,0.9990,0.0580
281000,0.9968,0.0280
281500,0.9960,0.0420
282000,0.9960,0.0500
282500,0.9968,0.0580
283000,0.9948,0.0300
283500,0.9976,0.0780
284000,0.9986,0.0600
284500,0.9966,0.0300
285000,0.9960,0.0440
285500,0.9960,0.0500
286000,0.9972,0.0620
286500,0.9984,0.0620
287000,0.9964,0.0300
287500,0.9982,0.0680
288000,0.9980,0.0480
288500,0.9956,0.0260
289000,0.9956,0.0500
289500,0.9976,0.0700
290000,0.9956,0.0300
290500,0.9906,0.0000
291000,0.9906,0.0500
291500,0.9882,0.0260
292000,0.9908,0.0760
292500,0.9904,0.0460
293000,0.9896,0.0420
293500,0.9908,0.0620
294000,0.9858,0.0000
294500,0.9860,0.0520
295000,0.9810,0.0000
295500,0.9788,0.0280
296000,0.9824,0.0860
296500,0.9832,0.0580
297000,0.9838,0.0560
297500,0.9854,0.0660
298000,0.9804,0.0000
298500,0.9808,0.0540
299000,0.9820,0.0620
299500,0.9858,0.0880
300000,0.9868,0.0600
