timestep,true_return_mean,true_return_std,zone_step_frac,zone_steps_mean,upright_success_rate,time_to_upright_mean,left_path_pct,right_path_pct
10000,-360.08,2.08,0.0118,2.4,1.0000,62.9,100,0
20000,-354.40,9.00,0.0285,5.7,1.0000,58.7,40,60
30000,-350.77,8.18,0.0165,3.3,1.0000,60.2,16,84
40000,-340.80,4.46,0.0011,0.2,1.0000,62.8,2,98
50000,-334.49,2.31,0.0057,1.1,1.0000,59.0,0,100
60000,-332.78,2.47,0.0121,2.4,1.0000,62.3,0,100
70000,-331.18,2.37,0.0117,2.3,1.0000,59.1,0,100
80000,-331.28,1.69,0.0106,2.1,1.0000,61.6,0,100
90000,-330.48,1.56,0.0074,1.5,1.0000,58.2,0,100
100000,-330.78,1.27,0.0149,3.0,1.0000,58.0,0,100
110000,-331.17,1.40,0.0104,2.1,1.0000,62.8,0,100
120000,-328.67,2.16,0.0138,2.8,1.0000,49.9,0,100
130000,-325.34,1.82,0.0076,1.5,1.0000,62.0,0,100
140000,-326.27,1.39,0.0100,2.0,1.0000,64.0,0,100
150000,-324.51,1.56,0.0050,1.0,1.0000,60.0,0,100
