timestep,true_return_mean,true_return_std,zone_step_frac,zone_steps_mean,upright_success_rate,time_to_upright_mean,left_path_pct,right_path_pct
10000,-371.06,1.38,0.0129,2.6,1.0000,59.7,100,0
20000,-362.70,1.23,0.0115,2.3,1.0000,58.9,100,0
30000,-348.03,10.85,0.0138,2.8,1.0000,56.5,32,68
40000,-337.75,1.93,0.0156,3.1,1.0000,53.9,0,100
50000,-339.90,1.91,0.0130,2.6,1.0000,54.3,0,100
60000,-338.17,1.69,0.0119,2.4,1.0000,53.9,0,100
70000,-337.71,1.37,0.0160,3.2,1.0000,54.2,0,100
80000,-334.90,1.79,0.0137,2.7,1.0000,53.9,0,100
90000,-336.09,1.43,0.0181,3.6,1.0000,54.0,0,100
100000,-333.45,1.73,0.0147,2.9,1.0000,54.1,0,100
110000,-332.17,1.70,0.0105,2.1,1.0000,53.0,0,100
120000,-332.04,1.46,0.0102,2.0,1.0000,53.8,0,100
130000,-331.20,1.74,0.0126,2.5,1.0000,53.7,0,100
140000,-330.74,1.86,0.0154,3.1,1.0000,53.2,0,100
150000,-330.10,1.94,0.0132,2.6,1.0000,53.4,0,100
