step,alpha,constraint_C
500,4.9314,0.0031
1000,4.8675,0.0036
1500,4.7675,0.0000
2000,5.4542,0.0787
2500,6.6044,0.1250
3000,6.5044,0.0000
3500,6.4044,0.0000
4000,6.8935,0.0589
4500,7.0784,0.0285
5000,7.5162,0.0538
5500,7.5791,0.0163
6000,8.5448,0.1066
6500,8.4471,0.0002
7000,8.3471,0.0000
7500,8.2471,0.0000
8000,8.1471,0.0000
8500,8.0471,0.0000
9000,7.9471,0.0000
9500,7.8471,0.0000
10000,7.7471,0.0000
10500,7.6471,0.0000
11000,8.1751,0.0628
11500,8.0857,0.0011
12000,8.0025,0.0017
12500,8.3108,0.0408
13000,8.2108,0.0000
13500,8.1108,0.0000
14000,8.0108,0.0000
14500,7.9108,0.0000
15000,7.8108,0.0000
15500,7.7108,0.0000
16000,7.7021,0.0091
16500,7.6983,0.0096
17000,7.9510,0.0353
17500,7.8510,0.0000
18000,7.7510,0.0000
18500,8.2156,0.0565
19000,8.1156,0.0000
19500,8.0156,0.0000
20000,7.9156,0.0000
20500,7.8156,0.0000
21000,7.7156,0.0000
21500,7.6156,0.0000
22000,7.5156,0.0000
22500,7.4156,0.0000
23000,7.3156,0.0000
23500,7.2156,0.0000
24000,7.1156,0.0000
24500,7.0156,0.0000
25000,6.9156,0.0000
25500,6.8156,0.0000
26000,6.7156,0.0000
26500,6.6156,0.0000
27000,6.5156,0.0000
27500,6.4156,0.0000
28000,7.0805,0.0765
28500,6.9805,0.0000
29000,6.8805,0.0000
29500,6.8185,0.0038
30000,9.6759,0.2957
30500,9.6303,0.0054
31000,9.5303,0.0000
31500,9.4303,0.0000
32000,9.3303,0.0000
32500,9.2303,0.0000
33000,9.1303,0.0000
33500,9.0303,0.0000
34000,8.9303,0.0000
34500,8.8303,0.0000
35000,8.7303,0.0000
35500,8.6303,0.0000
36000,8.5303,0.0000
36500,8.4303,0.0000
37000,8.3303,0.0000
37500,8.2303,0.0000
38000,8.1303,0.0000
38500,8.0303,0.0000
39000,7.9303,0.0000
39500,7.8303,0.0000
40000,7.7303,0.0000
40500,7.6303,0.0000
41000,7.5303,0.0000
41500,7.4303,0.0000
42000,7.3303,0.0000
42500,7.2303,0.0000
43000,7.1303,0.0000
43500,7.0303,0.0000
44000,6.9303,0.0000
44500,6.8303,0.0000
45000,6.7303,0.0000
45500,6.6303,0.0000
46000,6.5303,0.0000
46500,6.4303,0.0000
47000,6.3303,0.0000
47500,6.2303,0.0000
48000,6.1303,0.0000
48500,6.0303,0.0000
49000,5.9303,0.0000
49500,5.8303,0.0000
50000,5.7303,0.0000
50500,5.6303,0.0000
51000,5.5303,0.0000
51500,5.4303,0.0000
52000,5.3303,0.0000
52500,5.2303,0.0000
53000,5.1303,0.0000
53500,5.0303,0.0000
54000,4.9303,0.0000
54500,4.8303,0.0000
55000,4.7303,0.0000
55500,4.6303,0.0000
56000,4.5303,0.0000
56500,4.4303,0.0000
57000,4.3303,0.0000
57500,4.2303,0.0000
58000,4.1995,0.0069
58500,4.0995,0.0000
59000,3.9995,0.0000
59500,3.8995,0.0000
60000,3.7995,0.0000
60500,3.6995,0.0000
61000,3.5995,0.0000
61500,3.4995,0.0000
62000,3.3995,0.0000
62500,3.2995,0.0000
63000,3.1995,0.0000
63500,3.0995,0.0000
64000,2.9995,0.0000
64500,2.8995,0.0000
65000,2.7995,0.0000
65500,2.6995,0.0000
66000,2.5995,0.0000
66500,2.4995,0.0000
67000,2.3995,0.0000
67500,2.2995,0.0000
68000,2.1995,0.0000
68500,2.0995,0.0000
69000,1.9995,0.0000
69500,2.2631,0.0364
70000,2.1631,0.0000
70500,2.0631,0.0000
71000,1.9631,0.0000
71500,1.8631,0.0000
72000,1.7631,0.0000
72500,1.6631,0.0000
73000,1.5631,0.0000
73500,1.6038,0.0141
74000,1.5038,0.0000
74500,1.4038,0.0000
75000,1.3038,0.0000
75500,1.2038,0.0000
76000,1.1038,0.0000
76500,1.0038,0.0000
77000,0.9038,0.0000
77500,0.8038,0.0000
78000,0.7038,0.0000
78500,0.6038,0.0000
79000,0.5249,0.0021
79500,0.4249,0.0000
80000,0.3249,0.0000
80500,0.2249,0.0000
81000,0.1249,0.0000
81500,0.0249,0.0000
82000,0.0000,0.0000
82500,0.0000,0.0000
