update,alpha,constraint_C
0,0.9992,0.042
1,1.0014,0.072
2,1.0042,0.078
3,1.003,0.038
4,1.0015999999999998,0.036
5,0.9965999999999998,0.0
6,0.9915999999999998,0.0
7,0.9865999999999998,0.0
8,0.9887999999999998,0.072
9,0.9875999999999998,0.038
10,1.0053999999999998,0.228
11,1.0091999999999999,0.088
12,1.0057999999999998,0.016
13,1.0008,0.0
14,0.9974,0.016
15,1.0028,0.104
16,1.0048,0.07
17,0.9997999999999999,0.0
18,0.9947999999999999,0.0
19,0.9897999999999999,0.0
20,0.9904,0.056
21,0.9853999999999999,0.0
22,0.9803999999999999,0.0
23,0.9827999999999999,0.074
24,0.9821999999999999,0.044
25,0.9813999999999998,0.042
26,0.9933999999999998,0.17
27,0.9883999999999998,0.0
28,1.005,0.216
29,1.0046,0.046
30,1.0006,0.01
31,0.9979999999999999,0.024
32,0.9959999999999999,0.03
33,0.9909999999999999,0.0
34,0.9859999999999999,0.0
35,0.9809999999999999,0.0
36,0.9773999999999998,0.014
37,0.9723999999999998,0.0
38,0.9695999999999998,0.022
39,0.9645999999999998,0.0
40,0.9595999999999998,0.0
41,0.9545999999999998,0.0
42,0.9495999999999998,0.0
43,0.9455999999999998,0.01
44,0.9405999999999998,0.0
45,0.9355999999999998,0.0
46,0.9305999999999998,0.0
47,0.9255999999999998,0.0
48,0.9265999999999998,0.06
49,0.9413999999999998,0.198
50,0.9461999999999998,0.098
51,0.9411999999999998,0.0
52,0.9361999999999998,0.0
53,0.9311999999999998,0.0
54,0.9261999999999998,0.0
55,0.9291999999999998,0.08
56,0.9241999999999998,0.0
57,0.9209999999999998,0.018
58,0.9159999999999998,0.0
59,0.9109999999999998,0.0
60,0.9189999999999998,0.13
61,0.9139999999999998,0.0
62,0.9089999999999998,0.0
63,0.9039999999999998,0.0
64,0.8989999999999998,0.0
65,0.8991999999999998,0.052
66,0.9003999999999998,0.062
67,0.9163999999999998,0.21
68,0.9113999999999998,0.0
69,0.9063999999999998,0.0
70,0.9013999999999998,0.0
71,0.9209999999999997,0.246
72,0.9463999999999997,0.304
73,0.9607999999999997,0.194
74,0.9557999999999996,0.0
75,0.9507999999999996,0.0
76,0.9457999999999996,0.0
77,0.9407999999999996,0.0
78,0.9357999999999996,0.0
79,0.9337999999999996,0.03
80,0.9287999999999996,0.0
81,0.9287999999999996,0.05
82,0.9237999999999996,0.0
83,0.9187999999999996,0.0
84,0.9137999999999996,0.0
85,0.9103999999999997,0.016
86,0.9053999999999996,0.0
87,0.9049999999999997,0.046
88,0.8999999999999997,0.0
89,0.8949999999999997,0.0
90,0.8899999999999997,0.0
91,0.8903999999999996,0.054
92,0.9017999999999996,0.164
93,0.9019999999999996,0.052
94,0.8969999999999996,0.0
95,0.8919999999999996,0.0
96,0.8869999999999996,0.0
97,0.8853999999999995,0.034
98,0.8841999999999995,0.038
99,0.8791999999999995,0.0
100,0.8741999999999995,0.0
101,0.8691999999999995,0.0
102,0.8647999999999996,0.006
103,0.8597999999999996,0.0
104,0.8579999999999995,0.032
105,0.8529999999999995,0.0
106,0.8479999999999995,0.0
107,0.8461999999999995,0.032
108,0.8463999999999995,0.052
109,0.8413999999999995,0.0
110,0.8397999999999994,0.034
111,0.8347999999999994,0.0
112,0.8297999999999994,0.0
113,0.8247999999999994,0.0
114,0.8197999999999994,0.0
115,0.8177999999999994,0.03
116,0.8127999999999994,0.0
117,0.8097999999999994,0.02
118,0.8047999999999994,0.0
119,0.8005999999999994,0.008
120,0.7955999999999994,0.0
121,0.7905999999999994,0.0
122,0.7855999999999994,0.0
123,0.7805999999999994,0.0
124,0.7755999999999994,0.0
125,0.7733999999999994,0.028
126,0.7683999999999994,0.0
127,0.7667999999999994,0.034
128,0.7719999999999994,0.102
129,0.7775999999999994,0.106
130,0.7813999999999994,0.088
131,0.7941999999999995,0.178
132,0.7925999999999994,0.034
133,0.7967999999999994,0.092
134,0.8019999999999994,0.102
135,0.8003999999999993,0.034
136,0.7975999999999993,0.022
137,0.7925999999999993,0.0
138,0.8035999999999993,0.16
139,0.7985999999999993,0.0
140,0.8059999999999993,0.124
141,0.8085999999999993,0.076
142,0.8087999999999993,0.052
143,0.8037999999999993,0.0
144,0.8067999999999993,0.08
145,0.8017999999999993,0.0
146,0.8051999999999992,0.084
147,0.8001999999999992,0.0
148,0.8003999999999992,0.052
149,0.7953999999999992,0.0
150,0.7913999999999992,0.01
151,0.7881999999999992,0.018
152,0.7831999999999992,0.0
153,0.7781999999999992,0.0
154,0.7821999999999992,0.09
155,0.7771999999999992,0.0
156,0.7897999999999992,0.176
157,0.7873999999999992,0.026
158,0.7859999999999993,0.036
159,0.7849999999999993,0.04
160,0.7799999999999992,0.0
161,0.7787999999999993,0.038
162,0.7747999999999993,0.01
163,0.7697999999999993,0.0
164,0.7763999999999993,0.116
165,0.7713999999999993,0.0
166,0.7671999999999993,0.008
167,0.7659999999999993,0.038
168,0.7615999999999994,0.006
169,0.7579999999999993,0.014
170,0.7529999999999993,0.0
171,0.7489999999999993,0.01
172,0.7439999999999993,0.0
173,0.7389999999999993,0.0
174,0.7339999999999993,0.0
175,0.7323999999999993,0.034
176,0.7273999999999993,0.0
177,0.7231999999999993,0.008
178,0.7181999999999993,0.0
179,0.7131999999999993,0.0
180,0.7095999999999992,0.014
181,0.7045999999999992,0.0
182,0.6995999999999992,0.0
183,0.6953999999999992,0.008
184,0.6937999999999992,0.034
185,0.6915999999999992,0.028
186,0.6865999999999992,0.0
187,0.6815999999999992,0.0
188,0.6799999999999992,0.034
189,0.6749999999999992,0.0
190,0.6723999999999991,0.024
191,0.6785999999999991,0.112
192,0.6737999999999991,0.002
193,0.6757999999999991,0.07
194,0.6707999999999991,0.0
195,0.6657999999999991,0.0
196,0.666199999999999,0.054
