timestep,true_return_mean,true_return_std,zone_step_frac,zone_steps_mean,upright_success_rate,time_to_upright_mean,left_path_pct,right_path_pct
10000,-1195.19,1.32,0.0000,0.0,0.0000,200.0,100,0
20000,-1016.30,1.22,0.0000,0.0,0.0000,200.0,0,100
30000,-505.76,229.79,0.0181,3.6,1.0000,58.8,78,22
40000,-337.14,2.95,0.0000,0.0,1.0000,57.4,0,100
50000,-339.77,2.31,0.0000,0.0,1.0000,56.9,0,100
60000,-336.45,1.66,0.0097,1.9,1.0000,57.9,0,100
70000,-336.45,2.02,0.0000,0.0,1.0000,57.8,0,100
80000,-340.50,1.52,0.0000,0.0,1.0000,59.8,0,100
90000,-332.42,2.24,0.0000,0.0,1.0000,58.6,0,100
100000,-329.75,1.84,0.0000,0.0,1.0000,57.0,0,100
110000,-328.38,2.25,0.0000,0.0,1.0000,56.8,0,100
120000,-328.02,1.67,0.0000,0.0,1.0000,57.2,0,100
130000,-324.01,2.41,0.0000,0.0,1.0000,56.7,0,100
140000,-322.79,2.10,0.0000,0.0,1.0000,57.0,0,100
150000,-323.29,2.25,0.0000,0.0,1.0000,57.6,0,100
