step,alpha,constraint_C
500,4.9000,0.0000
1000,4.8000,0.0000
1500,4.7000,0.0000
2000,4.6000,0.0000
2500,4.5000,0.0000
3000,4.4600,0.0060
3500,5.4400,0.1080
4000,6.2600,0.0920
4500,7.1000,0.0940
5000,7.7200,0.0720
5500,8.5000,0.0880
6000,8.6400,0.0240
6500,8.8200,0.0280
7000,8.9800,0.0260
7500,9.1400,0.0260
8000,9.2600,0.0220
8500,9.3200,0.0160
9000,9.2800,0.0060
9500,9.4200,0.0240
10000,9.3600,0.0040
10500,9.4200,0.0160
11000,9.4200,0.0100
11500,9.4800,0.0160
12000,9.4800,0.0100
12500,9.5400,0.0160
13000,9.5600,0.0120
13500,9.6000,0.0140
14000,9.6200,0.0120
14500,9.7000,0.0180
15000,9.7000,0.0100
15500,9.7800,0.0180
16000,9.7800,0.0100
16500,9.8600,0.0180
17000,9.8600,0.0100
17500,9.9200,0.0160
18000,9.9200,0.0100
18500,9.9800,0.0160
19000,9.9800,0.0100
19500,10.0400,0.0160
20000,10.0200,0.0080
20500,10.0800,0.0160
21000,10.0600,0.0080
21500,10.1400,0.0180
22000,10.1600,0.0120
22500,10.1800,0.0120
23000,10.1800,0.0100
23500,10.2600,0.0180
24000,10.2600,0.0100
24500,10.3400,0.0180
25000,10.3200,0.0080
25500,10.4000,0.0180
26000,10.4000,0.0100
26500,10.4600,0.0160
27000,10.4600,0.0100
27500,10.5000,0.0140
28000,10.5200,0.0120
28500,10.5800,0.0160
29000,10.6000,0.0120
29500,10.6600,0.0160
30000,10.6400,0.0080
30500,10.6800,0.0140
31000,10.6800,0.0100
31500,10.7200,0.0140
32000,10.7200,0.0100
32500,10.7800,0.0160
33000,10.7800,0.0100
33500,10.8200,0.0140
34000,10.9200,0.0200
34500,11.1200,0.0300
35000,11.1800,0.0160
35500,11.2800,0.0200
36000,11.3400,0.0160
36500,11.4000,0.0160
37000,11.5400,0.0240
37500,11.6200,0.0180
38000,11.7000,0.0180
38500,11.8600,0.0260
39000,11.9000,0.0140
39500,11.8800,0.0080
40000,11.8800,0.0100
40500,11.9000,0.0120
41000,11.8600,0.0060
41500,11.8600,0.0100
42000,11.8600,0.0100
42500,11.9200,0.0160
43000,11.9200,0.0100
43500,11.9800,0.0160
44000,11.9600,0.0080
44500,12.0000,0.0140
45000,11.9800,0.0080
45500,12.0400,0.0160
46000,12.0400,0.0100
46500,12.0800,0.0140
47000,12.0400,0.0060
47500,12.1200,0.0180
48000,12.1200,0.0100
48500,12.2000,0.0180
49000,12.1800,0.0080
49500,12.2200,0.0140
50000,12.2200,0.0100
50500,12.2400,0.0120
51000,12.1400,0.0000
51500,12.2000,0.0160
52000,12.1400,0.0040
52500,12.0800,0.0040
53000,12.1000,0.0120
53500,12.1400,0.0140
54000,12.1000,0.0060
54500,12.1200,0.0120
55000,12.0800,0.0060
55500,12.1600,0.0180
56000,12.1400,0.0080
56500,12.1200,0.0080
57000,12.0800,0.0060
57500,12.0600,0.0080
58000,12.0600,0.0100
58500,12.0000,0.0040
59000,12.0200,0.0120
59500,12.0400,0.0120
60000,12.0400,0.0100
60500,12.0600,0.0120
61000,12.0000,0.0040
61500,11.9000,0.0000
62000,11.8800,0.0080
62500,11.8200,0.0040
63000,11.8400,0.0120
63500,11.7800,0.0040
64000,11.6800,0.0000
64500,11.6200,0.0040
65000,11.6200,0.0100
65500,11.5800,0.0060
66000,11.5200,0.0040
66500,11.5000,0.0080
67000,11.4000,0.0000
67500,11.4000,0.0100
68000,11.3600,0.0060
68500,11.3200,0.0060
69000,11.2800,0.0060
69500,11.2200,0.0040
70000,11.2000,0.0080
70500,11.2400,0.0140
71000,11.1800,0.0040
71500,11.2000,0.0120
72000,11.1400,0.0040
72500,11.1000,0.0060
73000,11.0600,0.0060
73500,11.0200,0.0060
74000,11.0000,0.0080
74500,10.9000,0.0000
75000,10.8400,0.0040
75500,10.8000,0.0060
76000,10.7000,0.0000
76500,10.6600,0.0060
77000,10.5600,0.0000
77500,10.4600,0.0000
78000,10.3600,0.0000
78500,10.3200,0.0060
79000,10.2200,0.0000
79500,10.1200,0.0000
80000,10.0200,0.0000
80500,9.9200,0.0000
81000,9.8200,0.0000
81500,9.7800,0.0060
82000,9.6800,0.0000
82500,9.5800,0.0000
83000,9.4800,0.0000
83500,9.3800,0.0000
84000,9.2800,0.0000
84500,9.1800,0.0000
85000,9.0800,0.0000
85500,8.9800,0.0000
86000,8.8800,0.0000
86500,8.7800,0.0000
87000,8.6800,0.0000
87500,8.5800,0.0000
88000,8.4800,0.0000
88500,8.3800,0.0000
89000,8.2800,0.0000
89500,8.1800,0.0000
90000,8.0800,0.0000
90500,7.9800,0.0000
91000,7.8800,0.0000
91500,7.7800,0.0000
92000,7.6800,0.0000
92500,7.5800,0.0000
93000,7.4800,0.0000
93500,7.3800,0.0000
94000,7.2800,0.0000
94500,7.1800,0.0000
95000,7.0800,0.0000
95500,6.9800,0.0000
96000,6.8800,0.0000
96500,6.7800,0.0000
97000,6.6800,0.0000
97500,6.5800,0.0000
98000,6.4800,0.0000
98500,6.3800,0.0000
99000,6.2800,0.0000
99500,6.1800,0.0000
100000,6.0800,0.0000
100500,5.9800,0.0000
101000,5.8800,0.0000
101500,5.7800,0.0000
102000,5.6800,0.0000
102500,5.5800,0.0000
103000,5.4800,0.0000
103500,5.3800,0.0000
104000,5.2800,0.0000
104500,5.1800,0.0000
105000,5.0800,0.0000
105500,4.9800,0.0000
106000,4.8800,0.0000
106500,4.7800,0.0000
107000,4.6800,0.0000
107500,4.5800,0.0000
108000,4.4800,0.0000
108500,4.3800,0.0000
109000,4.2800,0.0000
109500,4.1800,0.0000
110000,4.0800,0.0000
110500,3.9800,0.0000
111000,3.8800,0.0000
111500,3.7800,0.0000
112000,3.6800,0.0000
112500,3.5800,0.0000
113000,3.4800,0.0000
113500,3.3800,0.0000
114000,3.2800,0.0000
114500,3.1800,0.0000
115000,3.0800,0.0000
115500,2.9800,0.0000
116000,2.8800,0.0000
116500,2.7800,0.0000
117000,2.6800,0.0000
117500,2.5800,0.0000
118000,2.4800,0.0000
118500,2.3800,0.0000
119000,2.2800,0.0000
119500,2.1800,0.0000
120000,2.0800,0.0000
120500,1.9800,0.0000
121000,1.8800,0.0000
121500,1.7800,0.0000
122000,1.6800,0.0000
122500,1.5800,0.0000
123000,1.4800,0.0000
123500,1.3800,0.0000
124000,1.2800,0.0000
124500,1.1800,0.0000
125000,1.0800,0.0000
125500,0.9800,0.0000
126000,0.8800,0.0000
126500,0.7800,0.0000
127000,0.6800,0.0000
127500,0.5800,0.0000
128000,0.4800,0.0000
128500,0.3800,0.0000
129000,0.2800,0.0000
129500,0.1800,0.0000
130000,0.0800,0.0000
130500,0.0000,0.0000
131000,0.0000,0.0000
131500,0.0000,0.0000
132000,0.0000,0.0000
132500,0.0000,0.0000
133000,0.0000,0.0000
133500,0.0000,0.0000
134000,0.0000,0.0000
134500,0.0000,0.0000
135000,0.0000,0.0000
135500,0.0000,0.0000
136000,0.0000,0.0000
136500,0.0000,0.0000
137000,0.0000,0.0000
137500,0.0000,0.0000
138000,0.0000,0.0000
138500,0.0000,0.0000
139000,0.0000,0.0000
139500,0.0000,0.0000
140000,0.0000,0.0000
140500,0.0000,0.0000
141000,0.0000,0.0000
141500,0.0000,0.0000
142000,0.0000,0.0000
142500,0.0000,0.0000
143000,0.0000,0.0000
143500,0.0000,0.0000
144000,0.0000,0.0000
144500,0.0000,0.0000
145000,0.0000,0.0000
145500,0.0000,0.0000
146000,0.0000,0.0000
146500,0.0000,0.0000
147000,0.0000,0.0000
147500,0.0000,0.0000
148000,0.0000,0.0000
148500,0.0000,0.0000
149000,0.0000,0.0000
149500,0.0000,0.0000
150000,0.0000,0.0000
