step,alpha,constraint_C
500,0.9912,0.0120
1000,0.9848,0.0360
1500,0.9748,0.0000
2000,0.9700,0.0520
2500,0.9670,0.0700
3000,0.9570,0.0000
3500,0.9470,0.0000
4000,0.9370,0.0000
4500,0.9270,0.0000
5000,0.9170,0.0000
5500,0.9400,0.3300
6000,0.9342,0.0420
6500,0.9584,0.3420
7000,0.9484,0.0000
7500,0.9384,0.0000
8000,0.9284,0.0000
8500,0.9184,0.0000
9000,0.9084,0.0000
9500,0.8984,0.0000
10000,0.8884,0.0000
10500,0.8918,0.1340
11000,0.8818,0.0000
11500,0.8718,0.0000
12000,0.8618,0.0000
12500,0.8518,0.0000
13000,0.8418,0.0000
13500,0.8318,0.0000
14000,0.8218,0.0000
14500,0.8118,0.0000
15000,0.8018,0.0000
15500,0.7918,0.0000
16000,0.7818,0.0000
16500,0.7718,0.0000
17000,0.7618,0.0000
17500,0.7518,0.0000
18000,0.7418,0.0000
18500,0.7318,0.0000
19000,0.7218,0.0000
19500,0.7202,0.0840
20000,0.7102,0.0000
20500,0.7002,0.0000
21000,0.6902,0.0000
21500,0.6850,0.0480
22000,0.6750,0.0000
22500,0.6654,0.0040
23000,0.6572,0.0180
23500,0.6472,0.0000
24000,0.6456,0.0840
24500,0.6356,0.0000
25000,0.6326,0.0700
25500,0.6230,0.0040
26000,0.6226,0.0960
26500,0.6148,0.0220
27000,0.6098,0.0500
27500,0.6012,0.0140
28000,0.5950,0.0380
28500,0.5850,0.0000
29000,0.5774,0.0240
29500,0.5674,0.0000
30000,0.5632,0.0580
30500,0.5560,0.0280
31000,0.5460,0.0000
31500,0.5362,0.0020
32000,0.5328,0.0660
32500,0.5228,0.0000
33000,0.5156,0.0280
33500,0.5056,0.0000
34000,0.4956,0.0000
34500,0.4916,0.0600
35000,0.4858,0.0420
35500,0.4758,0.0000
36000,0.4698,0.0400
36500,0.4598,0.0000
37000,0.4546,0.0480
37500,0.4480,0.0340
38000,0.4380,0.0000
38500,0.4310,0.0300
39000,0.4210,0.0000
39500,0.4110,0.0000
40000,0.4024,0.0140
40500,0.3958,0.0340
41000,0.3890,0.0320
41500,0.3804,0.0140
42000,0.3722,0.0180
42500,0.3622,0.0000
43000,0.3550,0.0280
43500,0.3510,0.0600
44000,0.3438,0.0280
44500,0.3400,0.0620
45000,0.3326,0.0260
45500,0.3226,0.0000
46000,0.3126,0.0000
46500,0.3026,0.0000
47000,0.2958,0.0320
47500,0.2858,0.0000
48000,0.2758,0.0000
48500,0.2718,0.0600
49000,0.2648,0.0300
49500,0.2548,0.0000
50000,0.2478,0.0300
50500,0.2396,0.0180
51000,0.2296,0.0000
51500,0.2196,0.0000
52000,0.2158,0.0620
52500,0.2090,0.0320
53000,0.2020,0.0300
53500,0.1954,0.0340
54000,0.1922,0.0680
54500,0.1822,0.0000
55000,0.1780,0.0580
55500,0.1742,0.0620
56000,0.1666,0.0240
