step,alpha,constraint_C
56500,0.1632,0.0660
57000,0.1582,0.0500
57500,0.1516,0.0340
58000,0.1458,0.0420
58500,0.1406,0.0480
59000,0.1306,0.0000
59500,0.1272,0.0660
60000,0.1182,0.0100
60500,0.1114,0.0320
61000,0.1042,0.0280
61500,0.0974,0.0320
62000,0.0906,0.0320
62500,0.0838,0.0320
63000,0.0776,0.0380
63500,0.0744,0.0680
64000,0.0678,0.0340
64500,0.0616,0.0380
65000,0.0516,0.0000
65500,0.0446,0.0300
66000,0.0414,0.0680
66500,0.0314,0.0000
67000,0.0214,0.0000
67500,0.0124,0.0100
68000,0.0058,0.0340
68500,0.0000,0.0340
69000,0.0000,0.0280
69500,0.0000,0.0000
70000,0.0000,0.0300
70500,0.0000,0.0300
71000,0.0000,0.0300
71500,0.0000,0.0640
72000,0.0000,0.0260
72500,0.0000,0.0680
73000,0.0000,0.0260
73500,0.0000,0.0680
74000,0.0000,0.0340
74500,0.0000,0.0000
75000,0.0000,0.0380
75500,0.0000,0.0360
76000,0.0000,0.0360
76500,0.0000,0.0620
77000,0.0000,0.0260
77500,0.0000,0.0360
78000,0.0000,0.0340
78500,0.0000,0.0640
79000,0.0000,0.0000
79500,0.0000,0.0220
80000,0.0000,0.0360
80500,0.0000,0.0720
81000,0.0000,0.0060
81500,0.0000,0.0160
82000,0.0000,0.0980
82500,0.0000,0.0460
83000,0.0000,0.0360
83500,0.0000,0.0640
84000,0.0000,0.0440
84500,0.0000,0.0320
85000,0.0000,0.0840
85500,0.0000,0.0720
86000,0.0000,0.0360
86500,0.0000,0.0340
87000,0.0006,0.1060
87500,0.0000,0.0560
88000,0.0000,0.0340
88500,0.0000,0.0640
89000,0.0000,0.0700
89500,0.0000,0.0320
90000,0.0000,0.0660
90500,0.0000,0.0000
91000,0.0000,0.0440
91500,0.0000,0.0000
92000,0.0000,0.0340
92500,0.0000,0.0760
93000,0.0000,0.0000
93500,0.0000,0.0020
94000,0.0000,0.0800
94500,0.0000,0.0340
95000,0.0002,0.1020
95500,0.0000,0.0360
96000,0.0000,0.0000
96500,0.0000,0.0000
97000,0.0008,0.1080
97500,0.0000,0.0640
98000,0.0000,0.0360
98500,0.0000,0.0680
99000,0.0000,0.0000
99500,0.0000,0.0000
100000,0.0000,0.0400
100500,0.0000,0.0840
101000,0.0000,0.0800
101500,0.0000,0.0000
102000,0.0000,0.0440
102500,0.0000,0.0300
103000,0.0000,0.0340
103500,0.0000,0.0260
104000,0.0000,0.0000
104500,0.0000,0.0800
105000,0.0000,0.0340
105500,0.0000,0.0620
106000,0.0004,0.1040
106500,0.0000,0.0060
107000,0.0000,0.0040
107500,0.0000,0.0740
108000,0.0000,0.0000
108500,0.0000,0.0320
109000,0.0000,0.0600
109500,0.0000,0.0720
110000,0.0000,0.0000
110500,0.0000,0.0000
111000,0.0000,0.0600
111500,0.0000,0.0320
112000,0.0000,0.0000
112500,0.0000,0.0280
113000,0.0000,0.0820
113500,0.0000,0.0580
114000,0.0000,0.0280
114500,0.0000,0.0340
115000,0.0000,0.0300
115500,0.0000,0.0520
116000,0.0000,0.0000
116500,0.0000,0.0640
117000,0.0000,0.0180
117500,0.0000,0.0440
118000,0.0000,0.0440
118500,0.0000,0.0000
119000,0.0000,0.0100
119500,0.0000,0.0000
120000,0.0000,0.0580
120500,0.0000,0.0240
121000,0.0000,0.0220
121500,0.0000,0.0320
122000,0.0000,0.0000
122500,0.0000,0.0280
123000,0.0000,0.0320
123500,0.0000,0.0000
124000,0.0000,0.0000
124500,0.0000,0.0000
125000,0.0000,0.0300
125500,0.0000,0.0600
126000,0.0000,0.0440
126500,0.0000,0.0260
127000,0.0000,0.0220
127500,0.0000,0.0000
128000,0.0000,0.0660
128500,0.0000,0.0520
129000,0.0000,0.0260
129500,0.0000,0.0260
130000,0.0000,0.0560
130500,0.0000,0.0580
131000,0.0000,0.0560
131500,0.0000,0.0580
132000,0.0000,0.0580
132500,0.0000,0.0000
133000,0.0000,0.0860
133500,0.0000,0.0560
134000,0.0000,0.0240
134500,0.0000,0.0540
135000,0.0000,0.0000
135500,0.0000,0.0560
136000,0.0000,0.0580
136500,0.0000,0.0000
137000,0.0000,0.0540
137500,0.0000,0.0580
138000,0.0000,0.0580
138500,0.0000,0.0620
139000,0.0000,0.0320
139500,0.0000,0.0220
140000,0.0000,0.0600
140500,0.0000,0.0060
141000,0.0000,0.0420
141500,0.0000,0.0560
142000,0.0000,0.0240
142500,0.0000,0.0600
143000,0.0000,0.0280
143500,0.0000,0.0000
144000,0.0000,0.0280
144500,0.0000,0.0600
145000,0.0000,0.0600
145500,0.0000,0.0260
146000,0.0000,0.0580
146500,0.0000,0.0000
147000,0.0000,0.0080
147500,0.0000,0.0000
148000,0.0000,0.0880
148500,0.0000,0.0820
149000,0.0000,0.0440
149500,0.0000,0.0600
150000,0.0000,0.0000
150500,0.0000,0.0300
151000,0.0000,0.0300
151500,0.0000,0.0000
152000,0.0000,0.0280
152500,0.0000,0.0560
153000,0.0000,0.0360
153500,0.0000,0.0900
154000,0.0000,0.0360
154500,0.0000,0.0300
155000,0.0000,0.0300
155500,0.0000,0.0000
156000,0.0000,0.0580
156500,0.0000,0.0000
157000,0.0000,0.0000
157500,0.0000,0.0600
158000,0.0000,0.0000
158500,0.0000,0.0000
159000,0.0000,0.0340
159500,0.0000,0.0900
160000,0.0000,0.0620
160500,0.0000,0.0000
161000,0.0000,0.0340
161500,0.0000,0.0300
162000,0.0000,0.0560
162500,0.0000,0.0420
163000,0.0000,0.0620
163500,0.0000,0.0240
164000,0.0000,0.0000
164500,0.0000,0.0300
165000,0.0000,0.0600
165500,0.0000,0.0300
166000,0.0000,0.0240
166500,0.0000,0.0660
167000,0.0000,0.0000
167500,0.0000,0.0240
168000,0.0000,0.0320
168500,0.0000,0.0860
169000,0.0000,0.0360
169500,0.0000,0.0280
170000,0.0000,0.0700
170500,0.0000,0.0680
171000,0.0000,0.0000
171500,0.0000,0.0520
172000,0.0000,0.0260
172500,0.0000,0.0360
173000,0.0000,0.0000
173500,0.0000,0.0540
174000,0.0000,0.0260
174500,0.0000,0.0000
175000,0.0000,0.0620
175500,0.0000,0.0180
176000,0.0000,0.0620
176500,0.0000,0.0000
177000,0.0000,0.0320
177500,0.0000,0.0460
178000,0.0000,0.0440
178500,0.0000,0.0000
179000,0.0000,0.0600
179500,0.0000,0.0320
180000,0.0000,0.0300
180500,0.0000,0.0700
181000,0.0000,0.0180
181500,0.0000,0.0320
182000,0.0000,0.0620
182500,0.0000,0.0300
183000,0.0000,0.0540
183500,0.0000,0.0640
184000,0.0000,0.0800
184500,0.0000,0.0220
185000,0.0000,0.0800
185500,0.0000,0.0580
186000,0.0000,0.0320
186500,0.0000,0.0100
187000,0.0000,0.0500
187500,0.0000,0.0240
188000,0.0000,0.0620
188500,0.0000,0.0320
189000,0.0000,0.0480
189500,0.0000,0.0580
190000,0.0000,0.0540
190500,0.0000,0.0000
191000,0.0000,0.0300
191500,0.0000,0.0000
192000,0.0000,0.0360
192500,0.0000,0.0560
193000,0.0000,0.0300
193500,0.0000,0.0160
194000,0.0000,0.0720
194500,0.0000,0.0560
195000,0.0000,0.0280
195500,0.0000,0.0620
196000,0.0000,0.0560
196500,0.0000,0.0700
197000,0.0000,0.0000
197500,0.0000,0.0300
198000,0.0000,0.0560
198500,0.0000,0.1000
199000,0.0000,0.0580
199500,0.0000,0.0660
200000,0.0004,0.1040
200500,0.0000,0.0320
201000,0.0000,0.0680
201500,0.0000,0.0640
202000,0.0000,0.0560
202500,0.0000,0.0000
203000,0.0000,0.0580
203500,0.0000,0.0120
204000,0.0000,0.0000
204500,0.0000,0.0580
205000,0.0000,0.0340
205500,0.0000,0.0400
206000,0.0000,0.0380
206500,0.0000,0.0520
207000,0.0008,0.1080
207500,0.0000,0.0740
208000,0.0000,0.0600
208500,0.0000,0.0300
209000,0.0000,0.0840
209500,0.0000,0.0240
210000,0.0000,0.0680
210500,0.0000,0.0600
211000,0.0000,0.0340
211500,0.0000,0.0240
212000,0.0000,0.0540
212500,0.0000,0.0300
213000,0.0000,0.0320
213500,0.0000,0.0760
214000,0.0000,0.0560
214500,0.0000,0.0260
215000,0.0000,0.0000
215500,0.0000,0.0360
216000,0.0000,0.0520
216500,0.0000,0.0280
217000,0.0000,0.0300
217500,0.0000,0.0560
218000,0.0000,0.0280
218500,0.0000,0.0320
219000,0.0000,0.0260
219500,0.0000,0.0960
220000,0.0000,0.0480
220500,0.0000,0.0080
221000,0.0000,0.0880
221500,0.0000,0.0860
222000,0.0000,0.0600
222500,0.0000,0.0860
223000,0.0000,0.0260
223500,0.0000,0.0820
224000,0.0000,0.0260
224500,0.0000,0.0000
225000,0.0000,0.0560
225500,0.0000,0.0540
226000,0.0000,0.0620
226500,0.0000,0.0260
227000,0.0000,0.0360
227500,0.0000,0.0280
228000,0.0000,0.0740
228500,0.0000,0.0740
229000,0.0000,0.0920
229500,0.0000,0.0620
230000,0.0000,0.0540
230500,0.0000,0.0600
231000,0.0000,0.0640
231500,0.0000,0.0260
232000,0.0000,0.0760
232500,0.0000,0.0600
233000,0.0000,0.0760
233500,0.0000,0.0600
234000,0.0000,0.0580
234500,0.0000,0.0000
235000,0.0000,0.0960
235500,0.0000,0.0000
236000,0.0000,0.0880
236500,0.0000,0.0280
237000,0.0000,0.0000
237500,0.0000,0.0280
238000,0.0000,0.0340
238500,0.0000,0.0240
239000,0.0000,0.0600
239500,0.0000,0.0340
240000,0.0000,0.0620
240500,0.0000,0.0340
241000,0.0000,0.0020
241500,0.0000,0.0640
242000,0.0000,0.0200
242500,0.0000,0.0660
243000,0.0000,0.0660
243500,0.0000,0.0240
244000,0.0000,0.0300
244500,0.0000,0.0620
245000,0.0000,0.0360
245500,0.0000,0.0520
246000,0.0000,0.0380
246500,0.0000,0.0500
247000,0.0000,0.0560
247500,0.0000,0.0520
248000,0.0000,0.0820
248500,0.0000,0.0720
249000,0.0000,0.0300
249500,0.0000,0.0620
250000,0.0000,0.0240
250500,0.0000,0.0300
251000,0.0000,0.0580
251500,0.0000,0.0520
252000,0.0000,0.0240
252500,0.0000,0.0340
253000,0.0000,0.0600
253500,0.0000,0.0920
254000,0.0000,0.0040
254500,0.0000,0.0640
255000,0.0000,0.0300
255500,0.0000,0.0580
256000,0.0000,0.0040
256500,0.0000,0.0000
257000,0.0000,0.0600
257500,0.0000,0.0700
258000,0.0000,0.0540
258500,0.0000,0.0560
259000,0.0000,0.0000
259500,0.0000,0.0280
260000,0.0000,0.0700
260500,0.0000,0.0200
261000,0.0000,0.0780
261500,0.0000,0.0700
262000,0.0000,0.0600
262500,0.0000,0.0260
263000,0.0000,0.0460
263500,0.0000,0.0600
264000,0.0000,0.0700
264500,0.0000,0.0240
265000,0.0000,0.0520
265500,0.0000,0.0260
266000,0.0000,0.0240
266500,0.0000,0.0780
267000,0.0000,0.0540
267500,0.0000,0.0680
268000,0.0000,0.0820
268500,0.0000,0.0560
269000,0.0000,0.0500
269500,0.0000,0.0540
270000,0.0000,0.0800
270500,0.0000,0.0300
271000,0.0000,0.0280
271500,0.0000,0.0560
272000,0.0000,0.0540
272500,0.0000,0.0340
273000,0.0000,0.0500
273500,0.0000,0.0280
274000,0.0000,0.0520
274500,0.0000,0.0260
275000,0.0000,0.0000
275500,0.0000,0.0540
276000,0.0000,0.0260
276500,0.0000,0.0800
277000,0.0000,0.0360
277500,0.0000,0.0520
278000,0.0000,0.0540
278500,0.0000,0.0520
279000,0.0000,0.0540
279500,0.0000,0.0280
280000,0.0000,0.0520
280500,0.0000,0.0500
281000,0.0000,0.0320
281500,0.0000,0.0540
282000,0.0000,0.0780
282500,0.0000,0.0280
283000,0.0000,0.0260
283500,0.0000,0.0840
284000,0.0000,0.0000
284500,0.0000,0.0560
285000,0.0000,0.0000
285500,0.0000,0.0520
286000,0.0000,0.0700
286500,0.0000,0.0180
287000,0.0000,0.0240
287500,0.0000,0.0540
288000,0.0000,0.0280
288500,0.0000,0.0300
289000,0.0000,0.0000
289500,0.0000,0.0780
290000,0.0000,0.0280
290500,0.0000,0.0520
291000,0.0000,0.0000
291500,0.0000,0.0500
292000,0.0000,0.0260
292500,0.0000,0.0260
293000,0.0000,0.0480
293500,0.0000,0.0580
294000,0.0000,0.0740
294500,0.0000,0.0280
295000,0.0000,0.0240
295500,0.0000,0.0500
296000,0.0000,0.0000
296500,0.0000,0.0800
297000,0.0000,0.0240
297500,0.0000,0.0540
298000,0.0000,0.0540
298500,0.0000,0.0660
299000,0.0000,0.0800
299500,0.0000,0.0280
300000,0.0000,0.0400
