update,alpha,constraint_C
0,1.0022,0.042
1,1.0068,0.066
2,1.0133999999999999,0.086
3,1.0143999999999997,0.03
4,1.0159999999999998,0.036
5,1.0139999999999998,0.0
6,1.0119999999999998,0.0
7,1.0099999999999998,0.0
8,1.0079999999999998,0.0
9,1.0059999999999998,0.0
10,1.0039999999999998,0.0
11,1.0025999999999997,0.006
12,1.0005999999999997,0.0
13,0.9985999999999997,0.0
14,0.9965999999999997,0.0
15,0.9945999999999997,0.0
16,0.9925999999999997,0.0
17,0.9935999999999997,0.03
18,0.9915999999999997,0.0
19,0.9957999999999997,0.062
20,1.0023999999999997,0.086
21,1.0303999999999998,0.3
22,1.0335999999999999,0.052
23,1.055,0.234
24,1.053,0.0
25,1.0615999999999999,0.106
26,1.063,0.034
27,1.0816,0.206
28,1.0899999999999999,0.104
29,1.0927999999999998,0.048
30,1.0945999999999998,0.038
31,1.1099999999999999,0.174
32,1.1149999999999998,0.07
33,1.1187999999999998,0.058
34,1.1277999999999997,0.11
35,1.1307999999999996,0.05
36,1.1317999999999995,0.03
37,1.1297999999999995,0.0
38,1.1407999999999994,0.13
39,1.1507999999999994,0.12
40,1.1507999999999994,0.02
41,1.1613999999999993,0.126
42,1.1667999999999994,0.074
43,1.1729999999999994,0.082
44,1.1709999999999994,0.0
45,1.1689999999999994,0.0
46,1.1669999999999994,0.0
47,1.1705999999999994,0.056
48,1.1685999999999994,0.0
49,1.1733999999999993,0.068
50,1.1713999999999993,0.0
51,1.1693999999999993,0.0
52,1.1673999999999993,0.0
53,1.1699999999999993,0.046
54,1.1789999999999992,0.11
55,1.1905999999999992,0.136
56,1.1945999999999992,0.06
57,1.1925999999999992,0.0
58,1.1905999999999992,0.0
59,1.1885999999999992,0.0
60,1.1865999999999992,0.0
61,1.1845999999999992,0.0
62,1.1825999999999992,0.0
63,1.1805999999999992,0.0
64,1.1785999999999992,0.0
65,1.1765999999999992,0.0
66,1.1801999999999992,0.056
67,1.1781999999999992,0.0
68,1.1761999999999992,0.0
69,1.1903999999999992,0.162
70,1.1887999999999992,0.004
71,1.2155999999999991,0.288
72,1.230199999999999,0.166
73,1.2295999999999991,0.014
74,1.2307999999999992,0.032
75,1.2335999999999991,0.048
76,1.2333999999999992,0.018
77,1.2313999999999992,0.0
78,1.2293999999999992,0.0
79,1.2273999999999992,0.0
80,1.2389999999999992,0.136
81,1.2369999999999992,0.0
82,1.2383999999999993,0.034
83,1.2363999999999993,0.0
84,1.2343999999999993,0.0
85,1.2545999999999993,0.222
86,1.2525999999999993,0.0
87,1.2505999999999993,0.0
88,1.2485999999999993,0.0
89,1.2465999999999993,0.0
90,1.2445999999999993,0.0
91,1.2425999999999993,0.0
92,1.2405999999999993,0.0
