timestep,true_return_mean,true_return_std,zone_step_frac,zone_steps_mean,upright_success_rate,time_to_upright_mean,left_path_pct,right_path_pct
10000,-30.10,34.14,0.1672,77.1,nan,nan,nan,nan
20000,-15.15,78.20,0.0447,22.4,nan,nan,nan,nan
30000,-18.49,107.35,0.0455,22.8,nan,nan,nan,nan
40000,55.69,94.67,0.0130,4.8,nan,nan,nan,nan
50000,-15.96,108.85,0.0329,13.3,nan,nan,nan,nan
60000,19.61,94.30,0.0925,43.3,nan,nan,nan,nan
70000,-25.50,112.94,0.0901,44.7,nan,nan,nan,nan
80000,57.76,22.20,0.0704,35.2,nan,nan,nan,nan
90000,-64.34,96.93,0.0182,8.3,nan,nan,nan,nan
100000,44.84,53.12,0.0438,21.9,nan,nan,nan,nan
110000,42.33,49.54,0.0476,23.8,nan,nan,nan,nan
120000,47.20,29.16,0.0046,2.3,nan,nan,nan,nan
130000,66.45,50.11,0.0099,5.0,nan,nan,nan,nan
140000,71.65,88.67,0.0283,13.8,nan,nan,nan,nan
150000,60.88,60.99,0.0462,22.5,nan,nan,nan,nan
160000,17.62,79.75,0.0599,30.0,nan,nan,nan,nan
170000,-46.77,143.65,0.0528,25.9,nan,nan,nan,nan
180000,167.53,76.13,0.0231,8.3,nan,nan,nan,nan
190000,107.27,97.21,0.0229,11.3,nan,nan,nan,nan
200000,119.57,86.50,0.0291,14.1,nan,nan,nan,nan
210000,156.49,101.33,0.0112,4.5,nan,nan,nan,nan
220000,137.97,100.63,0.0207,8.2,nan,nan,nan,nan
230000,126.44,77.25,0.0130,5.0,nan,nan,nan,nan
240000,115.00,70.32,0.0175,7.1,nan,nan,nan,nan
250000,96.66,102.22,0.0044,1.5,nan,nan,nan,nan
260000,118.49,85.40,0.0183,5.8,nan,nan,nan,nan
270000,207.11,76.60,0.0319,10.3,nan,nan,nan,nan
280000,134.28,106.79,0.0552,27.0,nan,nan,nan,nan
290000,139.57,119.91,0.0149,7.0,nan,nan,nan,nan
300000,184.37,88.10,0.0091,3.6,nan,nan,nan,nan
