timestep,true_return_mean,true_return_std,zone_step_frac,zone_steps_mean,upright_success_rate,time_to_upright_mean,left_path_pct,right_path_pct
10000,-363.11,1.29,0.0102,2.0,1.0000,56.9,100,0
20000,-359.07,1.61,0.0119,2.4,1.0000,59.2,100,0
30000,-360.30,1.05,0.0112,2.2,1.0000,60.4,100,0
40000,-356.07,1.27,0.0107,2.1,1.0000,56.6,100,0
50000,-355.67,1.61,0.0108,2.2,1.0000,57.2,100,0
60000,-350.57,1.41,0.0108,2.2,1.0000,54.9,100,0
70000,-350.43,1.75,0.0108,2.2,1.0000,54.9,100,0
80000,-347.52,1.49,0.0104,2.1,1.0000,54.6,100,0
90000,-340.50,3.93,0.0114,2.3,1.0000,52.9,98,2
100000,-338.49,2.51,0.0114,2.3,1.0000,53.0,100,0
110000,-336.21,2.89,0.0100,2.0,1.0000,52.4,100,0
120000,-338.02,7.58,0.0137,2.7,1.0000,52.5,82,18
130000,-336.29,4.55,0.0107,2.1,1.0000,51.7,96,4
140000,-334.66,2.95,0.0100,2.0,1.0000,51.3,100,0
150000,-334.14,2.91,0.0105,2.1,1.0000,51.3,100,0
