timestep,true_return_mean,true_return_std,zone_step_frac,zone_steps_mean,upright_success_rate,time_to_upright_mean,left_path_pct,right_path_pct
10000,-51.16,71.51,0.0585,28.2,nan,nan,nan,nan
20000,85.62,108.82,0.0463,17.0,nan,nan,nan,nan
30000,-9.64,101.00,0.1094,54.6,nan,nan,nan,nan
40000,75.80,41.69,0.0222,11.1,nan,nan,nan,nan
50000,78.23,19.24,0.0148,7.4,nan,nan,nan,nan
60000,54.74,49.32,0.0129,6.5,nan,nan,nan,nan
70000,71.98,81.49,0.0149,7.0,nan,nan,nan,nan
80000,62.91,38.88,0.0180,8.4,nan,nan,nan,nan
90000,74.12,21.08,0.0121,6.1,nan,nan,nan,nan
100000,83.33,132.11,0.0208,8.0,nan,nan,nan,nan
110000,177.82,101.06,0.0251,9.4,nan,nan,nan,nan
120000,151.24,125.41,0.0538,14.4,nan,nan,nan,nan
130000,136.54,99.51,0.0332,8.6,nan,nan,nan,nan
140000,194.09,120.16,0.0467,11.5,nan,nan,nan,nan
150000,216.37,99.19,0.0459,10.3,nan,nan,nan,nan
160000,142.01,119.03,0.0357,16.3,nan,nan,nan,nan
170000,226.84,70.66,0.0278,7.9,nan,nan,nan,nan
180000,210.72,80.67,0.0243,9.1,nan,nan,nan,nan
190000,177.72,103.27,0.0297,6.2,nan,nan,nan,nan
200000,216.24,92.94,0.0488,9.0,nan,nan,nan,nan
210000,217.39,121.71,0.0217,4.8,nan,nan,nan,nan
220000,231.71,80.63,0.0368,7.1,nan,nan,nan,nan
230000,251.84,55.95,0.0383,7.6,nan,nan,nan,nan
240000,250.49,62.84,0.0352,6.2,nan,nan,nan,nan
250000,244.74,59.13,0.0111,2.3,nan,nan,nan,nan
260000,231.53,64.07,0.0385,8.4,nan,nan,nan,nan
270000,258.80,28.18,0.0419,10.1,nan,nan,nan,nan
280000,257.68,33.19,0.0272,5.9,nan,nan,nan,nan
290000,262.81,55.29,0.0333,5.9,nan,nan,nan,nan
300000,255.32,60.23,0.0346,6.4,nan,nan,nan,nan
