timestep,true_return_mean,true_return_std,zone_step_frac,zone_steps_mean,upright_success_rate,time_to_upright_mean,left_path_pct,right_path_pct
10000,-22.76,49.91,0.0000,0.0,nan,nan,nan,nan
20000,-242.41,311.48,0.0201,9.8,nan,nan,nan,nan
30000,40.03,135.41,0.0364,17.7,nan,nan,nan,nan
40000,149.64,100.88,0.0239,9.8,nan,nan,nan,nan
50000,78.40,139.27,0.0180,3.4,nan,nan,nan,nan
60000,106.23,72.98,0.0153,7.6,nan,nan,nan,nan
70000,192.57,102.28,0.0382,10.2,nan,nan,nan,nan
80000,209.74,75.15,0.0569,16.2,nan,nan,nan,nan
90000,169.70,119.20,0.0165,4.7,nan,nan,nan,nan
100000,258.12,27.80,0.0498,11.2,nan,nan,nan,nan
110000,192.07,119.58,0.0272,7.7,nan,nan,nan,nan
120000,236.15,61.04,0.0324,7.9,nan,nan,nan,nan
130000,231.43,58.44,0.0231,6.5,nan,nan,nan,nan
140000,136.81,147.13,0.0291,7.7,nan,nan,nan,nan
150000,239.41,77.69,0.0369,6.5,nan,nan,nan,nan
160000,221.51,96.53,0.0462,9.1,nan,nan,nan,nan
170000,209.24,82.40,0.0136,3.7,nan,nan,nan,nan
180000,217.59,80.44,0.0405,8.8,nan,nan,nan,nan
190000,249.00,65.25,0.0346,6.8,nan,nan,nan,nan
200000,241.93,74.01,0.0500,9.4,nan,nan,nan,nan
210000,276.56,18.64,0.0232,4.2,nan,nan,nan,nan
220000,278.48,36.71,0.0258,4.6,nan,nan,nan,nan
230000,274.18,31.37,0.0286,5.2,nan,nan,nan,nan
240000,274.96,36.18,0.0503,9.1,nan,nan,nan,nan
250000,289.27,16.31,0.0220,3.9,nan,nan,nan,nan
260000,274.72,51.26,0.0581,10.2,nan,nan,nan,nan
270000,262.43,52.25,0.0501,9.8,nan,nan,nan,nan
280000,282.49,19.95,0.0471,8.7,nan,nan,nan,nan
290000,285.85,20.40,0.0393,6.8,nan,nan,nan,nan
300000,282.43,17.26,0.0378,6.7,nan,nan,nan,nan
