timestep,true_return_mean,true_return_std,zone_step_frac,zone_steps_mean,upright_success_rate,time_to_upright_mean,left_path_pct,right_path_pct
10000,-1242.20,3.80,0.0000,0.0,0.0000,200.0,0,100
20000,-1146.92,2.42,0.0000,0.0,0.0000,200.0,100,0
30000,-1075.11,5.95,0.0000,0.0,0.0000,200.0,0,100
40000,-1026.23,1.16,0.0000,0.0,0.0000,200.0,0,100
50000,-847.26,23.76,0.0000,0.0,0.0000,200.0,30,70
60000,-367.02,27.31,0.0000,0.0,1.0000,63.1,0,100
70000,-344.18,1.48,0.0089,1.8,1.0000,57.0,0,100
80000,-343.70,1.45,0.0101,2.0,1.0000,57.1,0,100
90000,-345.34,1.93,0.0050,1.0,1.0000,58.3,0,100
100000,-342.66,0.89,0.0027,0.5,1.0000,58.5,0,100
110000,-341.88,1.14,0.0000,0.0,1.0000,59.0,0,100
120000,-344.53,0.82,0.0000,0.0,1.0000,60.0,0,100
130000,-344.90,0.94,0.0000,0.0,1.0000,64.0,0,100
140000,-342.25,1.51,0.0000,0.0,1.0000,63.0,0,100
150000,-338.99,1.26,0.0000,0.0,1.0000,58.2,0,100
