timestep,true_return_mean,true_return_std,zone_step_frac,zone_steps_mean,upright_success_rate,time_to_upright_mean,left_path_pct,right_path_pct
10000,1.94,25.93,0.0476,23.8,nan,nan,nan,nan
20000,17.52,74.18,0.1181,58.8,nan,nan,nan,nan
30000,101.73,154.32,0.0200,7.9,nan,nan,nan,nan
40000,186.07,124.83,0.0290,9.3,nan,nan,nan,nan
50000,188.13,124.03,0.0378,6.9,nan,nan,nan,nan
60000,263.48,51.53,0.0267,5.0,nan,nan,nan,nan
70000,245.20,68.42,0.0311,7.2,nan,nan,nan,nan
80000,246.28,50.69,0.0422,8.4,nan,nan,nan,nan
90000,203.89,76.45,0.0314,6.7,nan,nan,nan,nan
100000,241.94,55.20,0.0494,9.7,nan,nan,nan,nan
110000,218.49,90.84,0.0431,10.5,nan,nan,nan,nan
120000,175.43,154.26,0.0158,3.3,nan,nan,nan,nan
130000,243.89,67.72,0.0235,4.9,nan,nan,nan,nan
140000,238.49,93.08,0.0360,8.1,nan,nan,nan,nan
150000,258.58,30.22,0.0374,7.0,nan,nan,nan,nan
160000,262.13,26.39,0.0411,7.4,nan,nan,nan,nan
170000,257.08,57.78,0.0156,3.4,nan,nan,nan,nan
180000,266.46,28.66,0.0479,8.0,nan,nan,nan,nan
190000,264.92,38.44,0.0315,5.3,nan,nan,nan,nan
200000,262.30,32.00,0.0502,9.4,nan,nan,nan,nan
210000,266.49,34.99,0.0241,4.4,nan,nan,nan,nan
220000,275.11,20.31,0.0252,4.2,nan,nan,nan,nan
230000,279.61,17.89,0.0278,4.9,nan,nan,nan,nan
240000,277.69,20.67,0.0346,5.3,nan,nan,nan,nan
250000,277.77,18.11,0.0114,2.0,nan,nan,nan,nan
260000,276.90,19.85,0.0382,7.0,nan,nan,nan,nan
270000,274.99,18.24,0.0545,11.1,nan,nan,nan,nan
280000,274.01,29.49,0.0366,7.8,nan,nan,nan,nan
290000,271.85,31.08,0.0260,4.6,nan,nan,nan,nan
300000,256.03,28.22,0.0243,3.9,nan,nan,nan,nan
