timestep,true_return_mean,true_return_std,zone_step_frac,zone_steps_mean,upright_success_rate,time_to_upright_mean,left_path_pct,right_path_pct
10000,58.63,145.68,0.0319,12.4,nan,nan,nan,nan
20000,0.51,93.92,0.1129,24.5,nan,nan,nan,nan
30000,-72.48,116.50,0.0376,5.8,nan,nan,nan,nan
40000,23.28,110.99,0.0779,23.6,nan,nan,nan,nan
50000,116.03,97.83,0.0389,14.7,nan,nan,nan,nan
60000,259.30,50.84,0.0331,6.7,nan,nan,nan,nan
70000,159.72,107.58,0.0494,21.3,nan,nan,nan,nan
80000,150.82,137.13,0.0452,15.5,nan,nan,nan,nan
90000,229.07,58.35,0.0234,5.6,nan,nan,nan,nan
100000,202.86,119.44,0.0307,7.7,nan,nan,nan,nan
110000,199.95,97.80,0.0292,10.5,nan,nan,nan,nan
120000,220.54,76.16,0.0184,5.4,nan,nan,nan,nan
130000,235.41,72.10,0.0321,8.3,nan,nan,nan,nan
140000,260.24,31.03,0.0381,8.4,nan,nan,nan,nan
150000,206.55,99.78,0.0314,7.1,nan,nan,nan,nan
160000,221.37,98.22,0.0287,8.2,nan,nan,nan,nan
170000,261.05,49.21,0.0111,2.9,nan,nan,nan,nan
180000,243.18,80.46,0.0351,6.3,nan,nan,nan,nan
190000,239.35,91.04,0.0289,5.5,nan,nan,nan,nan
200000,254.35,68.87,0.0486,8.7,nan,nan,nan,nan
210000,248.44,59.62,0.0208,3.7,nan,nan,nan,nan
220000,267.31,19.68,0.0260,4.9,nan,nan,nan,nan
230000,268.07,25.08,0.0271,5.8,nan,nan,nan,nan
240000,271.13,26.48,0.0398,7.8,nan,nan,nan,nan
250000,271.89,20.74,0.0142,3.1,nan,nan,nan,nan
260000,267.55,26.74,0.0541,11.7,nan,nan,nan,nan
270000,270.04,14.66,0.0572,11.1,nan,nan,nan,nan
280000,236.24,79.73,0.0381,7.3,nan,nan,nan,nan
290000,264.64,29.12,0.0347,6.6,nan,nan,nan,nan
300000,258.22,52.33,0.0366,7.2,nan,nan,nan,nan
