timestep,true_return_mean,true_return_std,zone_step_frac,zone_steps_mean,upright_success_rate,time_to_upright_mean,left_path_pct,right_path_pct
10000,-137.32,131.00,0.0735,31.2,nan,nan,nan,nan
20000,13.26,34.17,0.2287,114.4,nan,nan,nan,nan
30000,9.51,62.23,0.1148,57.4,nan,nan,nan,nan
40000,109.53,55.91,0.0228,9.4,nan,nan,nan,nan
50000,112.80,97.17,0.0177,8.6,nan,nan,nan,nan
60000,147.60,101.20,0.0449,21.0,nan,nan,nan,nan
70000,149.49,126.74,0.0182,4.7,nan,nan,nan,nan
80000,154.19,136.99,0.0308,3.7,nan,nan,nan,nan
90000,154.50,107.75,0.0130,5.8,nan,nan,nan,nan
100000,215.80,85.41,0.0253,7.8,nan,nan,nan,nan
110000,203.07,87.88,0.0238,7.7,nan,nan,nan,nan
120000,209.87,95.06,0.0108,3.4,nan,nan,nan,nan
130000,228.21,74.20,0.0253,8.0,nan,nan,nan,nan
140000,245.17,40.81,0.0288,8.1,nan,nan,nan,nan
150000,224.24,77.55,0.0448,11.8,nan,nan,nan,nan
160000,210.12,101.10,0.0419,8.1,nan,nan,nan,nan
170000,233.42,74.94,0.0165,3.7,nan,nan,nan,nan
180000,251.35,73.53,0.0452,8.9,nan,nan,nan,nan
190000,203.47,114.99,0.0371,8.0,nan,nan,nan,nan
200000,235.74,98.08,0.0576,13.0,nan,nan,nan,nan
210000,245.73,73.79,0.0324,7.0,nan,nan,nan,nan
220000,230.70,78.59,0.0262,5.9,nan,nan,nan,nan
230000,268.52,32.11,0.0627,14.7,nan,nan,nan,nan
240000,275.67,20.64,0.0708,16.2,nan,nan,nan,nan
250000,278.25,17.95,0.0218,5.4,nan,nan,nan,nan
260000,265.51,25.76,0.0588,13.3,nan,nan,nan,nan
270000,269.56,27.31,0.0777,15.7,nan,nan,nan,nan
280000,267.81,25.25,0.0683,15.1,nan,nan,nan,nan
290000,265.90,31.60,0.0408,8.5,nan,nan,nan,nan
300000,273.29,23.45,0.0279,5.6,nan,nan,nan,nan
