timestep,true_return_mean,true_return_std,zone_step_frac,zone_steps_mean,upright_success_rate,time_to_upright_mean,left_path_pct,right_path_pct
10000,-371.19,1.63,0.0566,11.3,1.0000,65.4,0,100
20000,-360.71,1.97,0.0122,2.4,1.0000,62.2,100,0
30000,-362.99,2.19,0.0132,2.6,1.0000,62.0,100,0
40000,-363.93,2.32,0.0384,7.7,0.3600,150.1,36,64
50000,-360.18,4.23,0.0304,6.1,1.0000,58.8,34,66
60000,-358.68,2.02,0.0229,4.6,1.0000,59.3,66,34
70000,-358.42,2.90,0.0174,3.5,1.0000,57.1,80,20
80000,-351.41,2.18,0.0166,3.3,1.0000,55.9,68,32
90000,-349.61,3.01,0.0126,2.5,1.0000,56.0,94,6
100000,-347.04,2.55,0.0116,2.3,1.0000,55.0,100,0
110000,-345.82,4.18,0.0172,3.4,1.0000,57.9,80,20
120000,-340.79,3.05,0.0131,2.6,1.0000,53.5,96,4
130000,-342.45,2.19,0.0105,2.1,1.0000,53.7,100,0
140000,-340.19,2.39,0.0104,2.1,1.0000,52.8,100,0
150000,-339.40,2.96,0.0128,2.6,1.0000,52.9,100,0
