timestep,true_return_mean,true_return_std,zone_step_frac,zone_steps_mean,upright_success_rate,time_to_upright_mean,left_path_pct,right_path_pct
10000,-364.09,1.44,0.0112,2.2,1.0000,62.8,100,0
20000,-356.84,2.04,0.0521,10.4,1.0000,60.4,0,100
30000,-359.58,3.38,0.0223,4.5,1.0000,63.4,72,28
40000,-356.29,3.95,0.0153,3.1,1.0000,61.3,90,10
50000,-352.93,3.87,0.0240,4.8,1.0000,59.4,52,48
60000,-349.80,3.49,0.0170,3.4,1.0000,58.7,70,30
70000,-350.84,4.56,0.0196,3.9,1.0000,59.4,60,40
80000,-351.73,2.27,0.0167,3.3,1.0000,59.5,76,24
90000,-350.44,2.26,0.0143,2.9,1.0000,59.1,80,20
100000,-349.05,4.47,0.0157,3.1,1.0000,58.4,76,24
110000,-346.66,4.94,0.0200,4.0,1.0000,58.2,64,36
120000,-344.39,5.32,0.0209,4.2,1.0000,56.1,48,52
130000,-345.46,6.83,0.0192,3.8,1.0000,56.5,54,46
140000,-344.58,6.77,0.0165,3.3,1.0000,56.9,66,34
150000,-344.15,7.09,0.0169,3.4,1.0000,56.6,66,34
