update,alpha,constraint_C
0,1.152,0.156
1,1.238,0.09
2,1.246,0.012
3,1.274,0.032
4,1.528,0.258
5,1.86,0.336
6,2.068,0.212
7,2.206,0.142
8,2.252,0.05
9,2.276,0.028
10,2.324,0.052
11,2.328,0.008
12,2.372,0.048
13,2.3859999999999997,0.018
14,2.3919999999999995,0.01
15,2.4039999999999995,0.016
16,2.4179999999999993,0.018
17,2.4499999999999993,0.036
18,2.5059999999999993,0.06
19,2.547999999999999,0.046
20,2.557999999999999,0.014
21,2.569999999999999,0.016
22,2.601999999999999,0.036
23,2.621999999999999,0.024
24,2.643999999999999,0.026
25,2.683999999999999,0.044
26,2.7099999999999986,0.03
27,2.7299999999999986,0.024
28,2.7419999999999987,0.016
29,2.7599999999999985,0.022
30,2.7999999999999985,0.044
31,2.8319999999999985,0.036
32,2.8459999999999983,0.018
33,2.8819999999999983,0.04
34,2.9259999999999984,0.048
35,2.951999999999998,0.03
36,3.009999999999998,0.062
37,3.023999999999998,0.018
38,3.0379999999999976,0.018
39,3.0699999999999976,0.036
40,3.1039999999999974,0.038
41,3.1199999999999974,0.02
42,3.1519999999999975,0.036
43,3.1939999999999973,0.046
44,3.2539999999999973,0.064
45,3.2619999999999973,0.012
46,3.2899999999999974,0.032
47,3.2899999999999974,0.004
48,3.3019999999999974,0.016
49,3.323999999999997,0.026
50,3.351999999999997,0.032
51,3.389999999999997,0.042
52,3.411999999999997,0.026
53,3.4179999999999966,0.01
54,3.4519999999999964,0.038
55,3.461999999999996,0.014
56,3.4979999999999962,0.04
57,3.511999999999996,0.018
58,3.533999999999996,0.026
59,3.565999999999996,0.036
60,3.601999999999996,0.04
61,3.625999999999996,0.028
62,3.637999999999996,0.016
63,3.6559999999999957,0.022
64,3.6859999999999955,0.034
65,3.6999999999999953,0.018
66,3.7079999999999953,0.012
67,3.717999999999995,0.014
68,3.753999999999995,0.04
69,3.769999999999995,0.02
70,3.813999999999995,0.048
71,3.835999999999995,0.026
72,3.855999999999995,0.024
73,3.8699999999999948,0.018
74,3.8879999999999946,0.022
75,3.9019999999999944,0.018
76,3.927999999999994,0.03
77,3.939999999999994,0.016
78,3.961999999999994,0.026
79,3.981999999999994,0.024
80,4.009999999999994,0.032
81,4.027999999999993,0.022
82,4.043999999999993,0.02
83,4.059999999999993,0.02
84,4.073999999999994,0.018
85,4.097999999999994,0.028
86,4.1319999999999935,0.038
87,4.137999999999994,0.01
88,4.1559999999999935,0.022
89,4.1639999999999935,0.012
90,4.197999999999993,0.038
91,4.209999999999993,0.016
92,4.229999999999992,0.024
93,4.231999999999992,0.006
94,4.243999999999992,0.016
95,4.259999999999992,0.02
96,4.279999999999991,0.024
97,4.287999999999991,0.012
98,4.307999999999991,0.024
99,4.315999999999991,0.012
100,4.3519999999999905,0.04
101,4.36399999999999,0.016
102,4.39199999999999,0.032
103,4.38799999999999,0.0
104,4.41799999999999,0.034
105,4.44199999999999,0.028
106,4.46999999999999,0.032
107,4.47999999999999,0.014
108,4.50199999999999,0.026
109,4.52399999999999,0.026
110,4.5459999999999905,0.026
111,4.57399999999999,0.032
112,4.60799999999999,0.038
113,4.60999999999999,0.006
114,4.63399999999999,0.028
115,4.6519999999999895,0.022
116,4.68999999999999,0.042
117,4.6999999999999895,0.014
118,4.717999999999989,0.022
119,4.745999999999989,0.032
120,4.793999999999989,0.052
121,4.823999999999989,0.034
122,4.853999999999989,0.034
123,4.8859999999999895,0.036
124,4.9259999999999895,0.044
125,4.943999999999989,0.022
126,4.9739999999999895,0.034
127,4.97999999999999,0.01
128,5.00999999999999,0.034
129,5.02999999999999,0.024
130,5.05199999999999,0.026
131,5.07799999999999,0.03
132,5.10999999999999,0.036
133,5.13399999999999,0.028
134,5.15799999999999,0.028
135,5.177999999999989,0.024
136,5.209999999999989,0.036
137,5.2319999999999895,0.026
138,5.24599999999999,0.018
139,5.26399999999999,0.022
140,5.27999999999999,0.02
141,5.299999999999989,0.024
142,5.317999999999989,0.022
143,5.331999999999989,0.018
144,5.359999999999989,0.032
145,5.363999999999988,0.008
146,5.383999999999988,0.024
147,5.397999999999988,0.018
148,5.431999999999988,0.038
149,5.453999999999988,0.026
150,5.483999999999988,0.034
151,5.4919999999999884,0.012
152,5.525999999999988,0.038
153,5.541999999999988,0.02
154,5.575999999999988,0.038
155,5.589999999999988,0.018
156,5.6119999999999886,0.026
157,5.627999999999989,0.02
158,5.659999999999989,0.036
159,5.663999999999988,0.008
160,5.689999999999988,0.03
161,5.703999999999988,0.018
162,5.721999999999988,0.022
163,5.7259999999999875,0.008
164,5.757999999999988,0.036
165,5.773999999999988,0.02
166,5.789999999999988,0.02
167,5.793999999999987,0.008
168,5.809999999999987,0.02
169,5.817999999999987,0.012
170,5.833999999999987,0.02
171,5.851999999999987,0.022
172,5.859999999999987,0.012
173,5.865999999999987,0.01
174,5.889999999999987,0.028
175,5.897999999999987,0.012
176,5.931999999999987,0.038
177,5.935999999999987,0.008
178,5.941999999999987,0.01
179,5.951999999999987,0.014
180,5.969999999999986,0.022
181,5.975999999999987,0.01
182,5.991999999999987,0.02
183,5.999999999999987,0.012
184,6.021999999999987,0.026
185,6.0339999999999865,0.016
186,6.059999999999986,0.03
187,6.077999999999986,0.022
188,6.103999999999986,0.03
189,6.121999999999986,0.022
190,6.141999999999985,0.024
191,6.1559999999999855,0.018
192,6.183999999999985,0.032
193,6.197999999999985,0.018
194,6.2359999999999856,0.042
195,6.255999999999985,0.024
196,6.283999999999985,0.032
197,6.303999999999984,0.024
198,6.323999999999984,0.024
199,6.337999999999984,0.018
200,6.349999999999984,0.016
201,6.365999999999984,0.02
202,6.381999999999984,0.02
203,6.389999999999984,0.012
204,6.4159999999999835,0.03
205,6.421999999999984,0.01
206,6.429999999999984,0.012
207,6.443999999999984,0.018
208,6.4719999999999835,0.032
209,6.487999999999984,0.02
210,6.493999999999984,0.01
211,6.511999999999984,0.022
212,6.523999999999983,0.016
213,6.527999999999983,0.008
214,6.539999999999982,0.016
215,6.5619999999999825,0.026
216,6.581999999999982,0.024
217,6.589999999999982,0.012
218,6.621999999999982,0.036
219,6.643999999999982,0.026
220,6.655999999999982,0.016
221,6.6759999999999815,0.024
222,6.6919999999999815,0.02
223,6.703999999999981,0.016
224,6.721999999999981,0.022
225,6.735999999999981,0.018
226,6.763999999999981,0.032
227,6.777999999999981,0.018
228,6.791999999999981,0.018
229,6.805999999999981,0.018
230,6.825999999999981,0.024
231,6.839999999999981,0.018
232,6.867999999999981,0.032
233,6.883999999999981,0.02
234,6.893999999999981,0.014
235,6.909999999999981,0.02
236,6.94399999999998,0.038
237,6.95599999999998,0.016
238,6.97399999999998,0.022
239,6.97399999999998,0.004
240,6.99799999999998,0.028
241,7.00799999999998,0.014
242,7.027999999999979,0.024
243,7.041999999999979,0.018
244,7.069999999999979,0.032
245,7.075999999999979,0.01
246,7.089999999999979,0.018
247,7.097999999999979,0.012
248,7.12799999999998,0.034
249,7.139999999999979,0.016
250,7.165999999999979,0.03
251,7.173999999999979,0.012
252,7.199999999999979,0.03
253,7.205999999999979,0.01
254,7.239999999999979,0.038
255,7.2519999999999785,0.016
256,7.281999999999979,0.034
257,7.301999999999978,0.024
258,7.313999999999978,0.016
259,7.327999999999978,0.018
260,7.351999999999978,0.028
261,7.355999999999978,0.008
262,7.3739999999999775,0.022
263,7.379999999999978,0.01
264,7.3899999999999775,0.014
265,7.3979999999999775,0.012
266,7.425999999999977,0.032
267,7.437999999999977,0.016
268,7.459999999999977,0.026
269,7.461999999999977,0.006
270,7.461999999999977,0.004
271,7.473999999999976,0.016
272,7.485999999999976,0.016
273,7.493999999999976,0.012
274,7.511999999999976,0.022
275,7.517999999999976,0.01
276,7.539999999999976,0.026
277,7.555999999999976,0.02
278,7.567999999999976,0.016
279,7.573999999999976,0.01
280,7.591999999999976,0.022
281,7.6179999999999755,0.03
282,7.6259999999999755,0.012
283,7.637999999999975,0.016
284,7.649999999999975,0.016
285,7.665999999999975,0.02
286,7.695999999999975,0.034
287,7.709999999999975,0.018
288,7.715999999999975,0.01
289,7.717999999999975,0.006
290,7.741999999999975,0.028
291,7.757999999999975,0.02
292,7.771999999999975,0.018
293,7.789999999999975,0.022
294,7.819999999999975,0.034
295,7.825999999999976,0.01
296,7.843999999999975,0.022
297,7.851999999999975,0.012
298,7.879999999999975,0.032
299,7.897999999999975,0.022
