step,alpha,constraint_C
500,4.9000,0.0000
1000,4.8000,0.0000
1500,4.7000,0.0000
2000,4.6000,0.0000
2500,5.4400,0.0940
3000,6.3800,0.1040
3500,7.1000,0.0820
4000,8.0200,0.1020
4500,8.6800,0.0760
5000,9.0600,0.0480
5500,9.5400,0.0580
6000,9.6200,0.0180
6500,9.8600,0.0340
7000,9.8200,0.0060
7500,9.9000,0.0180
8000,9.9200,0.0120
8500,10.0000,0.0180
9000,10.0200,0.0120
9500,10.0800,0.0160
10000,10.0800,0.0100
10500,10.1600,0.0180
11000,10.1600,0.0100
11500,10.2000,0.0140
12000,10.1800,0.0080
12500,10.2200,0.0140
13000,10.2000,0.0080
13500,10.2400,0.0140
14000,10.2600,0.0120
14500,10.2800,0.0120
15000,10.4400,0.0260
15500,10.7200,0.0380
16000,10.8200,0.0200
16500,10.9800,0.0260
17000,11.0000,0.0120
17500,11.0400,0.0140
18000,10.9600,0.0020
18500,10.9400,0.0080
19000,10.8600,0.0020
19500,10.9200,0.0160
20000,10.9200,0.0100
20500,10.9400,0.0120
21000,10.9600,0.0120
21500,11.0000,0.0140
22000,11.0200,0.0120
22500,11.0800,0.0160
23000,11.1000,0.0120
23500,11.1800,0.0180
24000,11.1600,0.0080
24500,11.2000,0.0140
25000,11.2000,0.0100
25500,11.2400,0.0140
26000,11.2200,0.0080
26500,11.2600,0.0140
27000,11.2400,0.0080
27500,11.2400,0.0100
28000,11.2400,0.0100
28500,11.3000,0.0160
29000,11.2400,0.0040
29500,11.2600,0.0120
30000,11.2200,0.0060
30500,11.2200,0.0100
31000,11.2400,0.0120
31500,11.2600,0.0120
32000,11.2800,0.0120
32500,11.3400,0.0160
33000,11.2800,0.0040
33500,11.2800,0.0100
34000,11.2400,0.0060
34500,11.1800,0.0040
35000,11.1200,0.0040
35500,11.0600,0.0040
36000,11.0600,0.0100
36500,11.0600,0.0100
37000,10.9800,0.0020
37500,10.9200,0.0040
38000,10.8200,0.0000
38500,10.7600,0.0040
39000,10.6600,0.0000
39500,10.5600,0.0000
40000,10.5000,0.0040
40500,10.4000,0.0000
41000,10.3000,0.0000
41500,10.2000,0.0000
42000,10.1000,0.0000
42500,10.0000,0.0000
43000,9.9000,0.0000
43500,9.8000,0.0000
44000,9.7000,0.0000
44500,9.6000,0.0000
45000,9.5000,0.0000
45500,9.4000,0.0000
46000,9.3000,0.0000
46500,9.2000,0.0000
47000,9.1000,0.0000
47500,9.0000,0.0000
48000,8.9000,0.0000
48500,8.8000,0.0000
49000,8.7000,0.0000
49500,8.6000,0.0000
50000,8.5000,0.0000
50500,8.4000,0.0000
51000,8.3000,0.0000
51500,8.2000,0.0000
52000,8.1000,0.0000
52500,8.0000,0.0000
53000,7.9000,0.0000
53500,7.8000,0.0000
54000,7.7000,0.0000
54500,7.6000,0.0000
55000,7.5000,0.0000
55500,7.4000,0.0000
56000,7.3000,0.0000
56500,7.2000,0.0000
57000,7.1000,0.0000
57500,7.0000,0.0000
58000,6.9000,0.0000
58500,6.8000,0.0000
59000,6.7000,0.0000
59500,6.6000,0.0000
60000,6.5000,0.0000
60500,6.4000,0.0000
61000,6.3000,0.0000
61500,6.2000,0.0000
62000,6.1000,0.0000
62500,6.0000,0.0000
63000,5.9000,0.0000
63500,5.8000,0.0000
64000,5.7000,0.0000
64500,5.6000,0.0000
65000,5.5000,0.0000
65500,5.4000,0.0000
66000,5.3000,0.0000
66500,5.2000,0.0000
67000,5.1000,0.0000
67500,5.0000,0.0000
68000,4.9000,0.0000
68500,4.8000,0.0000
69000,4.7000,0.0000
69500,4.6000,0.0000
70000,4.5000,0.0000
70500,4.4000,0.0000
71000,4.3000,0.0000
71500,4.2000,0.0000
72000,4.1000,0.0000
72500,4.0000,0.0000
73000,3.9000,0.0000
73500,3.8000,0.0000
74000,3.7000,0.0000
74500,3.6000,0.0000
75000,3.5000,0.0000
75500,3.4000,0.0000
76000,3.3000,0.0000
76500,3.2000,0.0000
77000,3.1000,0.0000
77500,3.0000,0.0000
78000,2.9000,0.0000
78500,2.8000,0.0000
79000,2.7000,0.0000
79500,2.6000,0.0000
80000,2.5000,0.0000
80500,2.4000,0.0000
81000,2.3000,0.0000
81500,2.2000,0.0000
82000,2.1000,0.0000
82500,2.0000,0.0000
83000,1.9000,0.0000
83500,1.8000,0.0000
84000,1.7000,0.0000
84500,1.6000,0.0000
85000,1.5000,0.0000
85500,1.4000,0.0000
86000,1.3000,0.0000
86500,1.2000,0.0000
87000,1.1000,0.0000
87500,1.0000,0.0000
88000,0.9000,0.0000
88500,0.8000,0.0000
89000,0.7000,0.0000
89500,0.6000,0.0000
90000,0.5000,0.0000
90500,0.4000,0.0000
91000,0.3000,0.0000
91500,0.2000,0.0000
92000,0.1000,0.0000
92500,0.0000,0.0000
93000,0.0000,0.0000
93500,0.0000,0.0000
94000,0.0000,0.0000
94500,0.0000,0.0000
95000,0.0000,0.0000
95500,0.0000,0.0000
96000,0.0000,0.0000
96500,0.0000,0.0000
97000,0.0000,0.0000
97500,0.0000,0.0000
98000,0.0000,0.0000
98500,0.0000,0.0000
99000,0.0000,0.0000
99500,0.0000,0.0000
100000,0.0000,0.0000
100500,0.0000,0.0000
101000,0.0000,0.0000
101500,0.0000,0.0000
102000,0.0000,0.0000
102500,0.0000,0.0000
103000,0.0000,0.0000
103500,0.0000,0.0000
104000,0.0000,0.0000
104500,0.0000,0.0000
105000,0.0000,0.0000
105500,0.0000,0.0000
106000,0.0000,0.0000
106500,0.0000,0.0000
107000,0.0000,0.0000
107500,0.0000,0.0000
108000,0.0000,0.0000
108500,0.0000,0.0000
109000,0.0000,0.0000
109500,0.0000,0.0000
110000,0.0000,0.0000
110500,0.0000,0.0000
111000,0.0000,0.0000
111500,0.0000,0.0000
112000,0.0000,0.0000
112500,0.0000,0.0000
113000,0.0000,0.0000
113500,0.0000,0.0000
114000,0.0000,0.0000
114500,0.0000,0.0000
115000,0.0000,0.0000
115500,0.0000,0.0000
116000,0.0000,0.0000
116500,0.0000,0.0000
117000,0.0000,0.0000
117500,0.0000,0.0000
118000,0.0000,0.0000
118500,0.0000,0.0000
119000,0.0000,0.0000
119500,0.0000,0.0000
120000,0.0000,0.0000
120500,0.0000,0.0000
121000,0.0000,0.0000
121500,0.0000,0.0000
122000,0.0000,0.0000
122500,0.0000,0.0000
123000,0.0000,0.0000
123500,0.0000,0.0000
124000,0.0000,0.0000
124500,0.0000,0.0000
125000,0.0000,0.0000
125500,0.0000,0.0000
126000,0.0000,0.0000
126500,0.0000,0.0000
127000,0.0000,0.0000
127500,0.0000,0.0000
128000,0.0000,0.0000
128500,0.0000,0.0000
129000,0.0000,0.0000
129500,0.0000,0.0000
130000,0.0000,0.0000
130500,0.0000,0.0000
131000,0.0000,0.0000
131500,0.0000,0.0000
132000,0.0000,0.0000
132500,0.0000,0.0000
133000,0.0000,0.0000
133500,0.0000,0.0000
134000,0.0000,0.0000
134500,0.0000,0.0000
135000,0.0000,0.0000
135500,0.0000,0.0000
136000,0.0000,0.0000
136500,0.0000,0.0000
137000,0.0000,0.0000
137500,0.0000,0.0000
138000,0.0000,0.0000
138500,0.0000,0.0000
139000,0.0000,0.0000
139500,0.0000,0.0000
140000,0.0000,0.0000
140500,0.0000,0.0000
141000,0.0000,0.0000
141500,0.0000,0.0000
142000,0.0000,0.0000
142500,0.0000,0.0000
143000,0.0000,0.0000
143500,0.0000,0.0000
144000,0.0000,0.0000
144500,0.0000,0.0000
145000,0.0000,0.0000
145500,0.0000,0.0000
146000,0.0000,0.0000
146500,0.0000,0.0000
147000,0.0000,0.0000
147500,0.0000,0.0000
148000,0.0000,0.0000
148500,0.0000,0.0000
149000,0.0000,0.0000
149500,0.0000,0.0000
150000,0.0000,0.0000
