step,alpha,constraint_C
500,5.8533,0.0953
1000,5.7564,0.0003
1500,5.6763,0.0020
2000,5.5763,0.0000
2500,5.4763,0.0000
3000,5.3763,0.0000
3500,7.5582,0.2282
4000,7.4582,0.0000
4500,7.3582,0.0000
5000,7.3343,0.0076
5500,7.5094,0.0275
6000,7.4094,0.0000
6500,7.6334,0.0324
7000,12.2464,0.4713
7500,12.1464,0.0000
8000,12.0464,0.0000
8500,11.9464,0.0000
9000,11.8464,0.0000
9500,11.7464,0.0000
10000,11.9409,0.0295
10500,11.8409,0.0000
11000,12.5501,0.0809
11500,12.4546,0.0005
12000,13.5972,0.1243
12500,15.6540,0.2157
13000,15.5775,0.0024
13500,15.4775,0.0000
14000,15.3775,0.0000
14500,15.2775,0.0000
15000,15.1775,0.0000
15500,15.0775,0.0000
16000,14.9775,0.0000
16500,14.9912,0.0114
17000,14.8912,0.0000
17500,14.7912,0.0000
18000,14.6912,0.0000
18500,14.5912,0.0000
19000,14.4912,0.0000
19500,14.3912,0.0000
20000,14.2912,0.0000
20500,14.1912,0.0000
21000,14.0912,0.0000
21500,13.9912,0.0000
22000,13.8912,0.0000
22500,13.7912,0.0000
23000,13.6912,0.0000
23500,13.6701,0.0079
24000,13.8000,0.0230
24500,13.9244,0.0224
25000,13.8244,0.0000
25500,13.7244,0.0000
26000,14.5234,0.0899
26500,15.0477,0.0624
27000,15.2714,0.0324
27500,15.3627,0.0191
28000,15.2627,0.0000
28500,15.1627,0.0000
29000,15.0627,0.0000
29500,14.9627,0.0000
30000,14.8627,0.0000
30500,14.7627,0.0000
31000,15.6330,0.0970
31500,15.5330,0.0000
32000,15.4330,0.0000
32500,15.3330,0.0000
33000,15.2330,0.0000
33500,15.1330,0.0000
34000,15.0330,0.0000
34500,14.9330,0.0000
35000,14.8330,0.0000
35500,14.7330,0.0000
36000,14.6330,0.0000
36500,14.5330,0.0000
37000,14.4330,0.0000
37500,14.3330,0.0000
38000,14.2330,0.0000
38500,14.1330,0.0000
39000,14.0330,0.0000
39500,13.9330,0.0000
40000,13.8330,0.0000
40500,13.7330,0.0000
41000,16.9695,0.3337
41500,16.8695,0.0000
42000,16.7695,0.0000
42500,16.6695,0.0000
43000,16.5695,0.0000
43500,16.4695,0.0000
44000,16.3695,0.0000
44500,16.2695,0.0000
45000,16.1695,0.0000
45500,16.0695,0.0000
46000,15.9695,0.0000
46500,15.8695,0.0000
47000,15.9016,0.0132
47500,15.8478,0.0046
48000,15.7478,0.0000
48500,15.6478,0.0000
49000,15.5478,0.0000
49500,15.4478,0.0000
50000,15.5225,0.0175
50500,15.4225,0.0000
51000,15.3225,0.0000
51500,15.2225,0.0000
52000,15.1225,0.0000
52500,15.0225,0.0000
53000,14.9225,0.0000
53500,14.8225,0.0000
54000,14.7225,0.0000
54500,14.6225,0.0000
55000,14.5225,0.0000
55500,16.1341,0.1712
56000,16.0341,0.0000
56500,15.9341,0.0000
57000,15.8341,0.0000
57500,15.7341,0.0000
58000,15.6341,0.0000
58500,15.5341,0.0000
59000,15.4341,0.0000
59500,15.3341,0.0000
60000,15.2341,0.0000
60500,15.1341,0.0000
61000,15.1164,0.0082
61500,15.0164,0.0000
62000,14.9327,0.0016
62500,15.1053,0.0273
63000,17.5807,0.2575
63500,20.6806,0.3200
64000,21.1809,0.0600
64500,21.1098,0.0029
65000,21.0098,0.0000
65500,20.9098,0.0000
66000,20.8098,0.0000
66500,20.7098,0.0000
67000,20.6098,0.0000
67500,22.0109,0.1501
68000,22.0253,0.0114
68500,21.9253,0.0000
69000,21.8253,0.0000
69500,23.0887,0.1363
70000,22.9887,0.0000
70500,23.2261,0.0337
71000,23.1261,0.0000
71500,23.0261,0.0000
72000,22.9261,0.0000
72500,22.8261,0.0000
73000,22.8551,0.0129
73500,22.7551,0.0000
74000,22.6551,0.0000
74500,22.5551,0.0000
75000,22.4551,0.0000
75500,22.3551,0.0000
76000,22.2551,0.0000
76500,22.1551,0.0000
77000,22.0551,0.0000
77500,21.9551,0.0000
78000,21.8551,0.0000
78500,21.7551,0.0000
79000,21.6551,0.0000
79500,21.5551,0.0000
80000,21.4551,0.0000
80500,21.3551,0.0000
81000,21.2551,0.0000
81500,21.5395,0.0384
82000,21.4395,0.0000
82500,21.5284,0.0189
83000,21.4284,0.0000
83500,22.3310,0.1003
84000,22.2310,0.0000
84500,22.1310,0.0000
85000,22.0310,0.0000
85500,21.9310,0.0000
86000,21.8310,0.0000
86500,21.7310,0.0000
87000,21.8681,0.0237
87500,21.7681,0.0000
88000,21.6681,0.0000
88500,21.5681,0.0000
89000,21.4681,0.0000
89500,21.3681,0.0000
90000,21.2681,0.0000
90500,21.1681,0.0000
91000,21.1148,0.0047
91500,21.0148,0.0000
92000,20.9148,0.0000
92500,20.8148,0.0000
93000,20.7148,0.0000
93500,20.6148,0.0000
94000,20.5148,0.0000
94500,20.4148,0.0000
95000,20.3148,0.0000
95500,20.2148,0.0000
96000,20.2469,0.0132
96500,20.1469,0.0000
97000,20.3974,0.0351
97500,20.2974,0.0000
98000,20.1974,0.0000
98500,20.0974,0.0000
99000,19.9974,0.0000
99500,19.8974,0.0000
100000,19.7974,0.0000
100500,19.6974,0.0000
101000,19.5974,0.0000
101500,19.4974,0.0000
102000,19.3974,0.0000
102500,19.2974,0.0000
103000,19.1974,0.0000
103500,19.0974,0.0000
104000,18.9974,0.0000
104500,18.8974,0.0000
105000,18.7974,0.0000
105500,18.6974,0.0000
106000,18.5974,0.0000
106500,18.4974,0.0000
107000,18.3974,0.0000
107500,18.2974,0.0000
108000,18.1974,0.0000
108500,18.0974,0.0000
109000,17.9974,0.0000
109500,17.8974,0.0000
110000,17.7974,0.0000
110500,17.6974,0.0000
111000,17.5974,0.0000
111500,17.4974,0.0000
112000,17.3974,0.0000
112500,17.2974,0.0000
113000,17.1974,0.0000
113500,17.0974,0.0000
114000,16.9974,0.0000
114500,16.8974,0.0000
115000,16.7974,0.0000
115500,16.6974,0.0000
116000,17.3899,0.0792
116500,17.3340,0.0044
117000,17.2340,0.0000
117500,17.1340,0.0000
118000,17.0340,0.0000
118500,16.9340,0.0000
119000,17.0769,0.0243
119500,16.9939,0.0017
120000,17.7926,0.0899
120500,17.6926,0.0000
121000,17.6239,0.0031
121500,17.6352,0.0111
122000,17.5352,0.0000
122500,17.4352,0.0000
123000,18.0099,0.0675
123500,17.9099,0.0000
124000,17.8099,0.0000
124500,17.7099,0.0000
125000,17.6099,0.0000
125500,17.5099,0.0000
126000,17.4099,0.0000
126500,17.4577,0.0148
127000,17.3577,0.0000
127500,17.2577,0.0000
128000,17.1577,0.0000
128500,17.0577,0.0000
129000,16.9577,0.0000
129500,16.8577,0.0000
130000,16.7577,0.0000
130500,16.6577,0.0000
131000,16.5577,0.0000
131500,16.4577,0.0000
132000,16.3577,0.0000
132500,16.2577,0.0000
133000,16.1577,0.0000
133500,16.0577,0.0000
134000,15.9577,0.0000
134500,15.8577,0.0000
135000,15.7577,0.0000
135500,15.6577,0.0000
136000,15.5577,0.0000
136500,15.4577,0.0000
137000,15.3577,0.0000
137500,15.2577,0.0000
138000,15.1577,0.0000
138500,15.0577,0.0000
139000,14.9577,0.0000
139500,14.8577,0.0000
140000,14.7577,0.0000
140500,14.6577,0.0000
141000,14.5577,0.0000
141500,14.4577,0.0000
142000,14.3577,0.0000
142500,14.2577,0.0000
143000,14.1577,0.0000
143500,14.0577,0.0000
144000,13.9577,0.0000
144500,13.8577,0.0000
145000,13.7577,0.0000
145500,13.6577,0.0000
146000,13.5577,0.0000
146500,13.4577,0.0000
147000,13.3577,0.0000
147500,13.2577,0.0000
148000,13.1577,0.0000
148500,13.0577,0.0000
149000,12.9577,0.0000
149500,12.8577,0.0000
150000,12.7577,0.0000
150500,12.6577,0.0000
151000,12.9664,0.0409
151500,16.7168,0.3850
152000,16.6168,0.0000
152500,16.5168,0.0000
