timestep,true_return_mean,true_return_std,zone_step_frac,zone_steps_mean,upright_success_rate,time_to_upright_mean,left_path_pct,right_path_pct
10000,-903.38,1.33,0.0294,5.9,1.0000,103.4,0,100
20000,-494.72,15.89,0.0000,0.0,0.0000,200.0,0,100
30000,-355.45,1.60,0.0000,0.0,1.0000,101.7,0,100
40000,-356.63,2.05,0.0000,0.0,0.0000,200.0,0,100
50000,-353.19,1.55,0.0000,0.0,0.0000,200.0,0,100
60000,-347.50,1.00,0.0000,0.0,0.0000,200.0,0,100
70000,-345.83,1.93,0.0000,0.0,0.0000,200.0,0,100
80000,-341.57,1.01,0.0000,0.0,0.0000,200.0,0,100
90000,-340.00,0.88,0.0000,0.0,0.0000,200.0,0,100
100000,-340.11,0.79,0.0000,0.0,0.0000,200.0,0,100
110000,-340.35,1.55,0.0000,0.0,0.0000,200.0,0,100
120000,-340.00,2.50,0.0000,0.0,0.0000,200.0,0,100
130000,-335.75,1.57,0.0000,0.0,0.0000,200.0,0,100
140000,-336.02,0.98,0.0000,0.0,0.0000,200.0,0,100
150000,-336.05,1.41,0.0000,0.0,0.0000,200.0,0,100
